version,reputation,group,player,round,action,payoff,avg_action,wealth
"non-targeted, random",reputation = 0,89,2166,14,1.0,100,1.0,2250
"non-targeted, random",reputation = 0,89,2166,15,1.0,100,1.0,2350
"non-targeted, random",reputation = 0,89,2166,16,1.0,100,1.0,2450
"non-targeted, random",reputation = 0,89,2167,1,1.0,50,1.0,1050
"non-targeted, random",reputation = 0,89,2167,2,1.0,50,1.0,1100
"non-targeted, random",reputation = 0,89,2167,3,1.0,50,1.0,1150
"non-targeted, random",reputation = 0,89,2167,4,1.0,50,1.0,1200
"non-targeted, random",reputation = 0,89,2167,5,1.0,150,1.0,1350
"non-targeted, random",reputation = 0,89,2167,6,1.0,150,1.0,1500
"non-targeted, random",reputation = 0,89,2167,7,1.0,150,1.0,1650
"non-targeted, random",reputation = 0,89,2167,8,1.0,150,1.0,1800
"non-targeted, random",reputation = 0,89,2167,9,1.0,150,1.0,1950
"non-targeted, random",reputation = 0,89,2167,10,1.0,150,1.0,2100
"non-targeted, random",reputation = 0,89,2167,11,1.0,150,1.0,2250
"non-targeted, random",reputation = 0,89,2167,12,1.0,150,1.0,2400
"non-targeted, random",reputation = 0,89,2167,13,1.0,150,1.0,2550
"non-targeted, random",reputation = 0,89,2167,14,1.0,150,1.0,2700
"non-targeted, random",reputation = 0,89,2167,15,1.0,150,1.0,2850
"non-targeted, random",reputation = 0,89,2167,16,1.0,50,1.0,2900
"non-targeted, random",reputation = 0,89,2168,1,0.0,400,0.0,1400
"non-targeted, random",reputation = 0,89,2169,1,1.0,150,1.0,1150
"non-targeted, random",reputation = 0,89,2169,2,1.0,250,1.0,1400
"non-targeted, random",reputation = 0,89,2169,3,1.0,250,1.0,1650
"non-targeted, random",reputation = 0,89,2169,4,1.0,250,1.0,1900
"non-targeted, random",reputation = 0,89,2169,5,1.0,250,1.0,2150
"non-targeted, random",reputation = 0,89,2169,6,1.0,250,1.0,2400
"non-targeted, random",reputation = 0,89,2169,7,1.0,250,1.0,2650
"non-targeted, random",reputation = 0,89,2169,8,1.0,300,1.0,2950
"non-targeted, random",reputation = 0,89,2169,9,1.0,300,1.0,3250
"non-targeted, random",reputation = 0,89,2169,10,1.0,300,1.0,3550
"non-targeted, random",reputation = 0,89,2169,11,1.0,300,1.0,3850
"non-targeted, random",reputation = 0,89,2169,12,1.0,300,1.0,4150
"non-targeted, random",reputation = 0,89,2169,13,1.0,300,1.0,4450
"non-targeted, random",reputation = 0,89,2169,14,1.0,300,1.0,4750
"non-targeted, random",reputation = 0,89,2169,15,1.0,300,1.0,5050
"non-targeted, random",reputation = 0,89,2169,16,1.0,200,1.0,5250
"non-targeted, random",reputation = 0,89,2170,1,1.0,200,1.0,1200
"non-targeted, random",reputation = 0,89,2170,2,1.0,200,1.0,1400
"non-targeted, random",reputation = 0,89,2170,3,1.0,200,1.0,1600
"non-targeted, random",reputation = 0,89,2170,4,1.0,200,1.0,1800
"non-targeted, random",reputation = 0,89,2170,5,1.0,200,1.0,2000
"non-targeted, random",reputation = 0,89,2170,6,1.0,200,1.0,2200
"non-targeted, random",reputation = 0,89,2170,7,1.0,200,1.0,2400
"non-targeted, random",reputation = 0,89,2170,8,1.0,200,1.0,2600
"non-targeted, random",reputation = 0,89,2170,9,1.0,200,1.0,2800
"non-targeted, random",reputation = 0,89,2170,10,1.0,200,1.0,3000
"non-targeted, random",reputation = 0,89,2170,11,1.0,200,1.0,3200
"non-targeted, random",reputation = 0,89,2170,12,1.0,200,1.0,3400
"non-targeted, random",reputation = 0,89,2170,13,1.0,200,1.0,3600
"non-targeted, random",reputation = 0,89,2170,14,1.0,200,1.0,3800
"non-targeted, random",reputation = 0,89,2170,15,1.0,200,1.0,4000
"non-targeted, random",reputation = 0,89,2170,16,1.0,200,1.0,4200
"non-targeted, random",reputation = 0,89,2171,1,1.0,150,1.0,1150
"non-targeted, random",reputation = 0,89,2171,2,1.0,150,1.0,1300
"non-targeted, random",reputation = 0,89,2171,3,1.0,150,1.0,1450
"non-targeted, random",reputation = 0,89,2171,4,1.0,150,1.0,1600
"non-targeted, random",reputation = 0,89,2171,5,1.0,150,1.0,1750
"non-targeted, random",reputation = 0,89,2171,6,1.0,150,1.0,1900
"non-targeted, random",reputation = 0,89,2171,7,1.0,150,1.0,2050
"non-targeted, random",reputation = 0,89,2171,8,1.0,150,1.0,2200
"non-targeted, random",reputation = 0,89,2171,9,1.0,150,1.0,2350
