action,group,payoff,player,round,reputation,avg_action,wealth
,9,0,12,31,reputation = 0,0.13333333333333333,3200.0
0.0,9,0,12,32,reputation = 0,0.125,3200.0
0.0,9,0,12,33,reputation = 0,0.11764705882352941,3200.0
,9,250,12,34,reputation = 0,0.11764705882352941,3450.0
,9,250,12,35,reputation = 0,0.11764705882352941,3700.0
0.0,9,0,12,36,reputation = 0,0.1111111111111111,3700.0
1.0,9,-150,12,37,reputation = 0,0.15789473684210525,3550.0
0.0,9,0,12,38,reputation = 0,0.15,3550.0
0.0,9,0,12,39,reputation = 0,0.14285714285714285,3550.0
0.0,9,0,12,40,reputation = 0,0.13636363636363635,3550.0
1.0,9,-150,12,41,reputation = 0,0.17391304347826086,3400.0
,9,0,12,42,reputation = 0,0.17391304347826086,3400.0
,9,0,12,43,reputation = 0,0.17391304347826086,3400.0
0.0,9,0,12,44,reputation = 0,0.16666666666666666,3400.0
,9,0,12,45,reputation = 0,0.16666666666666666,3400.0
0.0,9,0,12,46,reputation = 0,0.16,3400.0
0.0,9,0,12,47,reputation = 0,0.15384615384615385,3400.0
,9,0,12,48,reputation = 0,0.15384615384615385,3400.0
0.0,9,0,12,49,reputation = 0,0.14814814814814814,3400.0
,9,250,12,50,reputation = 0,0.14814814814814814,3650.0
,9,250,12,51,reputation = 0,0.14814814814814814,3900.0
,9,0,12,52,reputation = 0,0.14814814814814814,3900.0
,9,0,12,53,reputation = 0,0.14814814814814814,3900.0
,9,0,12,54,reputation = 0,0.14814814814814814,3900.0
,9,250,12,55,reputation = 0,0.14814814814814814,4150.0
0.0,9,0,12,56,reputation = 0,0.14285714285714285,4150.0
,9,250,12,57,reputation = 0,0.14285714285714285,4400.0
,9,250,12,58,reputation = 0,0.14285714285714285,4650.0
,9,250,12,59,reputation = 0,0.14285714285714285,4900.0
,9,0,12,60,reputation = 0,0.14285714285714285,4900.0
1.0,9,-150,12,61,reputation = 0,0.1724137931034483,4750.0
,9,0,12,62,reputation = 0,0.1724137931034483,4750.0
0.0,9,0,12,63,reputation = 0,0.16666666666666666,4750.0
,9,0,12,64,reputation = 0,0.16666666666666666,4750.0
0.0,9,0,12,65,reputation = 0,0.16129032258064516,4750.0
,9,0,12,66,reputation = 0,0.16129032258064516,4750.0
1.0,9,-150,12,67,reputation = 0,0.1875,4600.0
0.0,9,0,12,68,reputation = 0,0.18181818181818182,4600.0
,9,0,12,69,reputation = 0,0.18181818181818182,4600.0
,9,0,12,70,reputation = 0,0.18181818181818182,4600.0
,9,0,12,71,reputation = 0,0.18181818181818182,4600.0
,9,250,12,72,reputation = 0,0.18181818181818182,4850.0
0.0,9,0,12,73,reputation = 0,0.17647058823529413,4850.0
1.0,9,-150,12,74,reputation = 0,0.2,4700.0
0.0,9,0,12,75,reputation = 0,0.19444444444444445,4700.0
0.0,9,0,12,76,reputation = 0,0.1891891891891892,4700.0
1.0,9,-150,12,77,reputation = 0,0.21052631578947367,4550.0
,9,0,12,78,reputation = 0,0.21052631578947367,4550.0
,9,250,12,79,reputation = 0,0.21052631578947367,4800.0
,9,0,12,80,reputation = 0,0.21052631578947367,4800.0
,9,0,12,81,reputation = 0,0.21052631578947367,4800.0
,9,0,12,82,reputation = 0,0.21052631578947367,4800.0
0.0,9,0,12,83,reputation = 0,0.20512820512820512,4800.0
,9,0,12,84,reputation = 0,0.20512820512820512,4800.0
,9,0,12,85,reputation = 0,0.20512820512820512,4800.0
,9,0,12,86,reputation = 0,0.20512820512820512,4800.0
,9,0,12,87,reputation = 0,0.20512820512820512,4800.0
0.0,9,0,12,88,reputation = 0,0.2,4800.0
0.0,9,0,12,89,reputation = 0,0.1951219512195122,4800.0
1.0,9,-150,12,90,reputation = 0,0.21428571428571427,4650.0
,9,0,12,91,reputation = 0,0.21428571428571427,4650.0
,9,0,12,92,reputation = 0,0.21428571428571427,4650.0
,9,0,12,93,reputation = 0,0.21428571428571427,4650.0
,9,0,12,94,reputation = 0,0.21428571428571427,4650.0
,9,0,12,95,reputation = 0,0.21428571428571427,4650.0
0.0,9,0,12,96,reputation = 0,0.20930232558139536,4650.0
,9,0,13,1,reputation = 0,,3000.0
0.0,9,0,13,2,reputation = 0,0.0,3000.0
0.0,9,0,13,3,reputation = 0,0.0,3000.0
0.0,9,0,13,4,reputation = 0,0.0,3000.0
0.0,9,0,13,5,reputation = 0,0.0,3000.0
0.0,9,0,13,6,reputation = 0,0.0,3000.0
,9,0,13,7,reputation = 0,0.0,3000.0
,9,0,13,8,reputation = 0,0.0,3000.0
0.0,9,0,13,9,reputation = 0,0.0,3000.0
,9,0,13,10,reputation = 0,0.0,3000.0
,9,0,13,11,reputation = 0,0.0,3000.0
0.0,9,0,13,12,reputation = 0,0.0,3000.0
0.0,9,0,13,13,reputation = 0,0.0,3000.0
,9,250,13,14,reputation = 0,0.0,3250.0
0.0,9,0,13,15,reputation = 0,0.0,3250.0
1.0,9,-150,13,16,reputation = 0,0.1,3100.0
,9,250,13,17,reputation = 0,0.1,3350.0
0.0,9,0,13,18,reputation = 0,0.09090909090909091,3350.0
,9,250,13,19,reputation = 0,0.09090909090909091,3600.0
,9,0,13,20,reputation = 0,0.09090909090909091,3600.0
1.0,9,-150,13,21,reputation = 0,0.16666666666666666,3450.0
0.0,9,0,13,22,reputation = 0,0.15384615384615385,3450.0
,9,0,13,23,reputation = 0,0.15384615384615385,3450.0
,9,0,13,24,reputation = 0,0.15384615384615385,3450.0
,9,0,13,25,reputation = 0,0.15384615384615385,3450.0
0.0,9,0,13,26,reputation = 0,0.14285714285714285,3450.0
0.0,9,0,13,27,reputation = 0,0.13333333333333333,3450.0
,9,0,13,28,reputation = 0,0.13333333333333333,3450.0
,9,250,13,29,reputation = 0,0.13333333333333333,3700.0
,9,0,13,30,reputation = 0,0.13333333333333333,3700.0
,9,250,13,31,reputation = 0,0.13333333333333333,3950.0
,9,250,13,32,reputation = 0,0.13333333333333333,4200.0
,9,0,13,33,reputation = 0,0.13333333333333333,4200.0
0.0,9,0,13,34,reputation = 0,0.125,4200.0
1.0,9,-150,13,35,reputation = 0,0.17647058823529413,4050.0
0.0,9,0,13,36,reputation = 0,0.16666666666666666,4050.0
,9,0,13,37,reputation = 0,0.16666666666666666,4050.0
0.0,9,0,13,38,reputation = 0,0.15789473684210525,4050.0
,9,0,13,39,reputation = 0,0.15789473684210525,4050.0
,9,0,13,40,reputation = 0,0.15789473684210525,4050.0
,9,250,13,41,reputation = 0,0.15789473684210525,4300.0
,9,0,13,42,reputation = 0,0.15789473684210525,4300.0
0.0,9,0,13,43,reputation = 0,0.15,4300.0
0.0,9,0,13,44,reputation = 0,0.14285714285714285,4300.0
,9,0,13,45,reputation = 0,0.14285714285714285,4300.0
1.0,9,-150,13,46,reputation = 0,0.18181818181818182,4150.0
,9,250,13,47,reputation = 0,0.18181818181818182,4400.0
0.0,9,0,13,48,reputation = 0,0.17391304347826086,4400.0
,9,0,13,49,reputation = 0,0.17391304347826086,4400.0
,9,0,13,50,reputation = 0,0.17391304347826086,4400.0
,9,0,13,51,reputation = 0,0.17391304347826086,4400.0
0.0,9,0,13,52,reputation = 0,0.16666666666666666,4400.0
0.0,9,0,13,53,reputation = 0,0.16,4400.0
0.0,9,0,13,54,reputation = 0,0.15384615384615385,4400.0
0.0,9,0,13,55,reputation = 0,0.14814814814814814,4400.0
0.0,9,0,13,56,reputation = 0,0.14285714285714285,4400.0
1.0,9,-150,13,57,reputation = 0,0.1724137931034483,4250.0
0.0,9,0,13,58,reputation = 0,0.16666666666666666,4250.0
0.0,9,0,13,59,reputation = 0,0.16129032258064516,4250.0
,9,0,13,60,reputation = 0,0.16129032258064516,4250.0
0.0,9,0,13,61,reputation = 0,0.15625,4250.0
,9,0,13,62,reputation = 0,0.15625,4250.0
0.0,9,0,13,63,reputation = 0,0.15151515151515152,4250.0
0.0,9,0,13,64,reputation = 0,0.14705882352941177,4250.0
,9,0,13,65,reputation = 0,0.14705882352941177,4250.0
0.0,9,0,13,66,reputation = 0,0.14285714285714285,4250.0
,9,0,13,67,reputation = 0,0.14285714285714285,4250.0
,9,250,13,68,reputation = 0,0.14285714285714285,4500.0
,9,0,13,69,reputation = 0,0.14285714285714285,4500.0
,9,0,13,70,reputation = 0,0.14285714285714285,4500.0
0.0,9,0,13,71,reputation = 0,0.1388888888888889,4500.0
,9,0,13,72,reputation = 0,0.1388888888888889,4500.0
,9,0,13,73,reputation = 0,0.1388888888888889,4500.0
,9,0,13,74,reputation = 0,0.1388888888888889,4500.0
,9,0,13,75,reputation = 0,0.1388888888888889,4500.0
,9,0,13,76,reputation = 0,0.1388888888888889,4500.0
,9,0,13,77,reputation = 0,0.1388888888888889,4500.0
,9,0,13,78,reputation = 0,0.1388888888888889,4500.0
,9,0,13,79,reputation = 0,0.1388888888888889,4500.0
0.0,9,0,13,80,reputation = 0,0.13513513513513514,4500.0
,9,0,13,81,reputation = 0,0.13513513513513514,4500.0
0.0,9,0,13,82,reputation = 0,0.13157894736842105,4500.0
,9,0,13,83,reputation = 0,0.13157894736842105,4500.0
,9,0,13,84,reputation = 0,0.13157894736842105,4500.0
0.0,9,0,13,85,reputation = 0,0.1282051282051282,4500.0
0.0,9,0,13,86,reputation = 0,0.125,4500.0
,9,0,13,87,reputation = 0,0.125,4500.0
0.0,9,0,13,88,reputation = 0,0.12195121951219512,4500.0
0.0,9,0,13,89,reputation = 0,0.11904761904761904,4500.0
,9,0,13,90,reputation = 0,0.11904761904761904,4500.0
0.0,9,0,13,91,reputation = 0,0.11627906976744186,4500.0
0.0,9,0,13,92,reputation = 0,0.11363636363636363,4500.0
0.0,9,0,13,93,reputation = 0,0.1111111111111111,4500.0
0.0,9,0,13,94,reputation = 0,0.10869565217391304,4500.0
0.0,9,0,13,95,reputation = 0,0.10638297872340426,4500.0
,9,0,13,96,reputation = 0,0.10638297872340426,4500.0
1.0,9,-150,14,1,reputation = 0,1.0,2850.0
,9,0,14,2,reputation = 0,1.0,2850.0
1.0,9,-150,14,3,reputation = 0,1.0,2700.0
1.0,9,-150,14,4,reputation = 0,1.0,2550.0
,9,250,14,5,reputation = 0,1.0,2800.0
,9,0,14,6,reputation = 0,1.0,2800.0
,9,0,14,7,reputation = 0,1.0,2800.0
,9,0,14,8,reputation = 0,1.0,2800.0
,9,250,14,9,reputation = 0,1.0,3050.0
0.0,9,0,14,10,reputation = 0,0.75,3050.0
,9,0,14,11,reputation = 0,0.75,3050.0
0.0,9,0,14,12,reputation = 0,0.6,3050.0
,9,0,14,13,reputation = 0,0.6,3050.0
0.0,9,0,14,14,reputation = 0,0.5,3050.0
,9,0,14,15,reputation = 0,0.5,3050.0
0.0,9,0,14,16,reputation = 0,0.42857142857142855,3050.0
0.0,9,0,14,17,reputation = 0,0.375,3050.0
,9,250,14,18,reputation = 0,0.375,3300.0
1.0,9,-150,14,19,reputation = 0,0.4444444444444444,3150.0
0.0,9,0,14,20,reputation = 0,0.4,3150.0
,9,250,14,21,reputation = 0,0.4,3400.0
0.0,9,0,14,22,reputation = 0,0.36363636363636365,3400.0
,9,0,14,23,reputation = 0,0.36363636363636365,3400.0
0.0,9,0,14,24,reputation = 0,0.3333333333333333,3400.0
0.0,9,0,14,25,reputation = 0,0.3076923076923077,3400.0
,9,0,14,26,reputation = 0,0.3076923076923077,3400.0
,9,250,14,27,reputation = 0,0.3076923076923077,3650.0
,9,250,14,28,reputation = 0,0.3076923076923077,3900.0
1.0,9,-150,14,29,reputation = 0,0.35714285714285715,3750.0
1.0,9,-150,14,30,reputation = 0,0.4,3600.0
1.0,9,-150,14,31,reputation = 0,0.4375,3450.0
0.0,9,0,14,32,reputation = 0,0.4117647058823529,3450.0
,9,0,14,33,reputation = 0,0.4117647058823529,3450.0
,9,0,14,34,reputation = 0,0.4117647058823529,3450.0
,9,0,14,35,reputation = 0,0.4117647058823529,3450.0
,9,250,14,36,reputation = 0,0.4117647058823529,3700.0
,9,250,14,37,reputation = 0,0.4117647058823529,3950.0
,9,0,14,38,reputation = 0,0.4117647058823529,3950.0
,9,0,14,39,reputation = 0,0.4117647058823529,3950.0
,9,0,14,40,reputation = 0,0.4117647058823529,3950.0
0.0,9,0,14,41,reputation = 0,0.3888888888888889,3950.0
,9,0,14,42,reputation = 0,0.3888888888888889,3950.0
,9,0,14,43,reputation = 0,0.3888888888888889,3950.0
,9,0,14,44,reputation = 0,0.3888888888888889,3950.0
0.0,9,0,14,45,reputation = 0,0.3684210526315789,3950.0
0.0,9,0,14,46,reputation = 0,0.35,3950.0
0.0,9,0,14,47,reputation = 0,0.3333333333333333,3950.0
,9,0,14,48,reputation = 0,0.3333333333333333,3950.0
0.0,9,0,14,49,reputation = 0,0.3181818181818182,3950.0
0.0,9,0,14,50,reputation = 0,0.30434782608695654,3950.0
0.0,9,0,14,51,reputation = 0,0.2916666666666667,3950.0
0.0,9,0,14,52,reputation = 0,0.28,3950.0
,9,250,14,53,reputation = 0,0.28,4200.0
1.0,9,-150,14,54,reputation = 0,0.3076923076923077,4050.0
,9,250,14,55,reputation = 0,0.3076923076923077,4300.0
,9,0,14,56,reputation = 0,0.3076923076923077,4300.0
,9,0,14,57,reputation = 0,0.3076923076923077,4300.0
0.0,9,0,14,58,reputation = 0,0.2962962962962963,4300.0
0.0,9,0,14,59,reputation = 0,0.2857142857142857,4300.0
0.0,9,0,14,60,reputation = 0,0.27586206896551724,4300.0
0.0,9,0,14,61,reputation = 0,0.26666666666666666,4300.0
0.0,9,0,14,62,reputation = 0,0.25806451612903225,4300.0
0.0,9,0,14,63,reputation = 0,0.25,4300.0
,9,0,14,64,reputation = 0,0.25,4300.0
0.0,9,0,14,65,reputation = 0,0.24242424242424243,4300.0
0.0,9,0,14,66,reputation = 0,0.23529411764705882,4300.0
0.0,9,0,14,67,reputation = 0,0.22857142857142856,4300.0
0.0,9,0,14,68,reputation = 0,0.2222222222222222,4300.0
,9,0,14,69,reputation = 0,0.2222222222222222,4300.0
0.0,9,0,14,70,reputation = 0,0.21621621621621623,4300.0
0.0,9,0,14,71,reputation = 0,0.21052631578947367,4300.0
0.0,9,0,14,72,reputation = 0,0.20512820512820512,4300.0
,9,0,14,73,reputation = 0,0.20512820512820512,4300.0
,9,0,14,74,reputation = 0,0.20512820512820512,4300.0
0.0,9,0,14,75,reputation = 0,0.2,4300.0
,9,0,14,76,reputation = 0,0.2,4300.0
,9,0,14,77,reputation = 0,0.2,4300.0
,9,250,14,78,reputation = 0,0.2,4550.0
,9,0,14,79,reputation = 0,0.2,4550.0
0.0,9,0,14,80,reputation = 0,0.1951219512195122,4550.0
0.0,9,0,14,81,reputation = 0,0.19047619047619047,4550.0
,9,0,14,82,reputation = 0,0.19047619047619047,4550.0
0.0,9,0,14,83,reputation = 0,0.18604651162790697,4550.0
0.0,9,0,14,84,reputation = 0,0.18181818181818182,4550.0
,9,0,14,85,reputation = 0,0.18181818181818182,4550.0
,9,0,14,86,reputation = 0,0.18181818181818182,4550.0
,9,0,14,87,reputation = 0,0.18181818181818182,4550.0
,9,0,14,88,reputation = 0,0.18181818181818182,4550.0
0.0,9,0,14,89,reputation = 0,0.17777777777777778,4550.0
0.0,9,0,14,90,reputation = 0,0.17391304347826086,4550.0
0.0,9,0,14,91,reputation = 0,0.1702127659574468,4550.0
0.0,9,0,14,92,reputation = 0,0.16666666666666666,4550.0
,9,0,14,93,reputation = 0,0.16666666666666666,4550.0
,9,250,14,94,reputation = 0,0.16666666666666666,4800.0
,9,250,14,95,reputation = 0,0.16666666666666666,5050.0
,9,0,14,96,reputation = 0,0.16666666666666666,5050.0
0.0,10,0,15,1,reputation = 0,0.0,3000.0
0.0,10,0,15,2,reputation = 0,0.0,3000.0
0.0,10,0,15,3,reputation = 0,0.0,3000.0
,10,0,15,4,reputation = 0,0.0,3000.0
,10,250,15,5,reputation = 0,0.0,3250.0
,10,0,15,6,reputation = 0,0.0,3250.0
0.0,10,0,15,7,reputation = 0,0.0,3250.0
0.0,10,0,15,8,reputation = 0,0.0,3250.0
,10,0,15,9,reputation = 0,0.0,3250.0
0.0,10,0,15,10,reputation = 0,0.0,3250.0
0.0,10,0,15,11,reputation = 0,0.0,3250.0
,10,0,15,12,reputation = 0,0.0,3250.0
0.0,10,0,15,13,reputation = 0,0.0,3250.0
,10,250,15,14,reputation = 0,0.0,3500.0
,10,250,15,15,reputation = 0,0.0,3750.0
0.0,10,0,15,16,reputation = 0,0.0,3750.0
,10,0,15,17,reputation = 0,0.0,3750.0
0.0,10,0,15,18,reputation = 0,0.0,3750.0
,10,0,15,19,reputation = 0,0.0,3750.0
,10,0,15,20,reputation = 0,0.0,3750.0
,10,0,15,21,reputation = 0,0.0,3750.0
0.0,10,0,15,22,reputation = 0,0.0,3750.0
0.0,10,0,15,23,reputation = 0,0.0,3750.0
,10,250,15,24,reputation = 0,0.0,4000.0
,10,0,15,25,reputation = 0,0.0,4000.0
,10,0,15,26,reputation = 0,0.0,4000.0
0.0,10,0,15,27,reputation = 0,0.0,4000.0
0.0,10,0,15,28,reputation = 0,0.0,4000.0
0.0,10,0,15,29,reputation = 0,0.0,4000.0
,10,0,15,30,reputation = 0,0.0,4000.0
0.0,10,0,15,31,reputation = 0,0.0,4000.0
,10,0,15,32,reputation = 0,0.0,4000.0
,10,0,15,33,reputation = 0,0.0,4000.0
,10,0,15,34,reputation = 0,0.0,4000.0
0.0,10,0,15,35,reputation = 0,0.0,4000.0
,10,0,15,36,reputation = 0,0.0,4000.0
0.0,10,0,15,37,reputation = 0,0.0,4000.0
0.0,10,0,15,38,reputation = 0,0.0,4000.0
,10,0,15,39,reputation = 0,0.0,4000.0
,10,0,15,40,reputation = 0,0.0,4000.0
,10,0,15,41,reputation = 0,0.0,4000.0
0.0,10,0,15,42,reputation = 0,0.0,4000.0
,10,0,15,43,reputation = 0,0.0,4000.0
,10,0,15,44,reputation = 0,0.0,4000.0
0.0,10,0,15,45,reputation = 0,0.0,4000.0
,10,0,15,46,reputation = 0,0.0,4000.0
0.0,10,0,15,47,reputation = 0,0.0,4000.0
,10,0,15,48,reputation = 0,0.0,4000.0
,10,0,15,49,reputation = 0,0.0,4000.0
,10,0,15,50,reputation = 0,0.0,4000.0
,10,0,15,51,reputation = 0,0.0,4000.0
0.0,10,0,15,52,reputation = 0,0.0,4000.0
,10,0,15,53,reputation = 0,0.0,4000.0
0.0,10,0,15,54,reputation = 0,0.0,4000.0
0.0,10,0,15,55,reputation = 0,0.0,4000.0
0.0,10,0,15,56,reputation = 0,0.0,4000.0
0.0,10,0,15,57,reputation = 0,0.0,4000.0
0.0,10,0,15,58,reputation = 0,0.0,4000.0
,10,0,15,59,reputation = 0,0.0,4000.0
0.0,10,0,15,60,reputation = 0,0.0,4000.0
0.0,10,0,15,61,reputation = 0,0.0,4000.0
,10,0,15,62,reputation = 0,0.0,4000.0
,10,0,15,63,reputation = 0,0.0,4000.0
,10,250,15,64,reputation = 0,0.0,4250.0
0.0,10,0,15,65,reputation = 0,0.0,4250.0
0.0,10,0,15,66,reputation = 0,0.0,4250.0
0.0,10,0,15,67,reputation = 0,0.0,4250.0
,10,0,15,68,reputation = 0,0.0,4250.0
,10,0,15,69,reputation = 0,0.0,4250.0
0.0,10,0,15,70,reputation = 0,0.0,4250.0
,10,250,15,71,reputation = 0,0.0,4500.0
,10,0,15,72,reputation = 0,0.0,4500.0
0.0,10,0,15,73,reputation = 0,0.0,4500.0
0.0,10,0,15,74,reputation = 0,0.0,4500.0
,10,0,15,75,reputation = 0,0.0,4500.0
0.0,10,0,15,76,reputation = 0,0.0,4500.0
0.0,10,0,15,77,reputation = 0,0.0,4500.0
,10,0,15,78,reputation = 0,0.0,4500.0
0.0,10,0,15,79,reputation = 0,0.0,4500.0
,10,0,15,80,reputation = 0,0.0,4500.0
,10,250,15,81,reputation = 0,0.0,4750.0
0.0,10,0,15,82,reputation = 0,0.0,4750.0
,10,0,15,83,reputation = 0,0.0,4750.0
0.0,10,0,15,84,reputation = 0,0.0,4750.0
0.0,10,0,15,85,reputation = 0,0.0,4750.0
,10,0,15,86,reputation = 0,0.0,4750.0
,10,0,15,87,reputation = 0,0.0,4750.0
0.0,10,0,15,88,reputation = 0,0.0,4750.0
0.0,10,0,15,89,reputation = 0,0.0,4750.0
,10,0,15,90,reputation = 0,0.0,4750.0
0.0,10,0,15,91,reputation = 0,0.0,4750.0
0.0,10,0,15,92,reputation = 0,0.0,4750.0
,10,0,15,93,reputation = 0,0.0,4750.0
0.0,10,0,15,94,reputation = 0,0.0,4750.0
,10,0,15,95,reputation = 0,0.0,4750.0
,10,250,15,96,reputation = 0,0.0,5000.0
1.0,10,-150,16,1,reputation = 0,1.0,2850.0
,10,250,16,2,reputation = 0,1.0,3100.0
,10,250,16,3,reputation = 0,1.0,3350.0
1.0,10,-150,16,4,reputation = 0,1.0,3200.0
1.0,10,-150,16,5,reputation = 0,1.0,3050.0
,10,0,16,6,reputation = 0,1.0,3050.0
1.0,10,-150,16,7,reputation = 0,1.0,2900.0
,10,250,16,8,reputation = 0,1.0,3150.0
1.0,10,-150,16,9,reputation = 0,1.0,3000.0
,10,0,16,10,reputation = 0,1.0,3000.0
,10,0,16,11,reputation = 0,1.0,3000.0
,10,0,16,12,reputation = 0,1.0,3000.0
1.0,10,-150,16,13,reputation = 0,1.0,2850.0
1.0,10,-150,16,14,reputation = 0,1.0,2700.0
,10,0,16,15,reputation = 0,1.0,2700.0
1.0,10,-150,16,16,reputation = 0,1.0,2550.0
1.0,10,-150,16,17,reputation = 0,1.0,2400.0
,10,0,16,18,reputation = 0,1.0,2400.0
,10,250,16,19,reputation = 0,1.0,2650.0
,10,0,16,20,reputation = 0,1.0,2650.0
,10,0,16,21,reputation = 0,1.0,2650.0
,10,0,16,22,reputation = 0,1.0,2650.0
1.0,10,-150,16,23,reputation = 0,1.0,2500.0
1.0,10,-150,16,24,reputation = 0,1.0,2350.0
1.0,10,-150,16,25,reputation = 0,1.0,2200.0
1.0,10,-150,16,26,reputation = 0,1.0,2050.0
1.0,10,-150,16,27,reputation = 0,1.0,1900.0
,10,0,16,28,reputation = 0,1.0,1900.0
1.0,10,-150,16,29,reputation = 0,1.0,1750.0
1.0,10,-150,16,30,reputation = 0,1.0,1600.0
1.0,10,-150,16,31,reputation = 0,1.0,1450.0
1.0,10,-150,16,32,reputation = 0,1.0,1300.0
,10,0,16,33,reputation = 0,1.0,1300.0
,10,250,16,34,reputation = 0,1.0,1550.0
1.0,10,-150,16,35,reputation = 0,1.0,1400.0
1.0,10,-150,16,36,reputation = 0,1.0,1250.0
1.0,10,-150,16,37,reputation = 0,1.0,1100.0
,10,0,16,38,reputation = 0,1.0,1100.0
,10,0,16,39,reputation = 0,1.0,1100.0
,10,0,16,40,reputation = 0,1.0,1100.0
1.0,10,-150,16,41,reputation = 0,1.0,950.0
,10,0,16,42,reputation = 0,1.0,950.0
1.0,10,-150,16,43,reputation = 0,1.0,800.0
,10,0,16,44,reputation = 0,1.0,800.0
1.0,10,-150,16,45,reputation = 0,1.0,650.0
,10,0,16,46,reputation = 0,1.0,650.0
,10,0,16,47,reputation = 0,1.0,650.0
1.0,10,-150,16,48,reputation = 0,1.0,500.0
,10,0,16,49,reputation = 0,1.0,500.0
1.0,10,-150,16,50,reputation = 0,1.0,350.0
,10,0,16,51,reputation = 0,1.0,350.0
,10,0,16,52,reputation = 0,1.0,350.0
0.0,10,0,16,53,reputation = 0,0.9629629629629629,350.0
,10,0,16,54,reputation = 0,0.9629629629629629,350.0
0.0,10,0,16,55,reputation = 0,0.9285714285714286,350.0
0.0,10,0,16,56,reputation = 0,0.896551724137931,350.0
0.0,10,0,16,57,reputation = 0,0.8666666666666667,350.0
0.0,10,0,16,58,reputation = 0,0.8387096774193549,350.0
,10,0,16,59,reputation = 0,0.8387096774193549,350.0
,10,0,16,60,reputation = 0,0.8387096774193549,350.0
,10,0,16,61,reputation = 0,0.8387096774193549,350.0
0.0,10,0,16,62,reputation = 0,0.8125,350.0
0.0,10,0,16,63,reputation = 0,0.7878787878787878,350.0
,10,0,16,64,reputation = 0,0.7878787878787878,350.0
0.0,10,0,16,65,reputation = 0,0.7647058823529411,350.0
0.0,10,0,16,66,reputation = 0,0.7428571428571429,350.0
,10,0,16,67,reputation = 0,0.7428571428571429,350.0
,10,0,16,68,reputation = 0,0.7428571428571429,350.0
,10,0,16,69,reputation = 0,0.7428571428571429,350.0
0.0,10,0,16,70,reputation = 0,0.7222222222222222,350.0
0.0,10,0,16,71,reputation = 0,0.7027027027027027,350.0
0.0,10,0,16,72,reputation = 0,0.6842105263157895,350.0
0.0,10,0,16,73,reputation = 0,0.6666666666666666,350.0
,10,0,16,74,reputation = 0,0.6666666666666666,350.0
,10,0,16,75,reputation = 0,0.6666666666666666,350.0
,10,0,16,76,reputation = 0,0.6666666666666666,350.0
1.0,10,-150,16,77,reputation = 0,0.675,200.0
1.0,10,-150,16,78,reputation = 0,0.6829268292682927,50.0
1.0,10,-150,16,79,reputation = 0,0.6904761904761905,-100.0
,10,0,16,80,reputation = 0,0.6904761904761905,-100.0
,10,0,16,81,reputation = 0,0.6904761904761905,-100.0
,10,0,16,82,reputation = 0,0.6904761904761905,-100.0
1.0,10,-150,16,83,reputation = 0,0.6976744186046512,-250.0
,10,0,16,84,reputation = 0,0.6976744186046512,-250.0
1.0,10,-150,16,85,reputation = 0,0.7045454545454546,-400.0
,10,0,16,86,reputation = 0,0.7045454545454546,-400.0
,10,250,16,87,reputation = 0,0.7045454545454546,-150.0
,10,0,16,88,reputation = 0,0.7045454545454546,-150.0
,10,0,16,89,reputation = 0,0.7045454545454546,-150.0
,10,0,16,90,reputation = 0,0.7045454545454546,-150.0
0.0,10,0,16,91,reputation = 0,0.6888888888888889,-150.0
,10,0,16,92,reputation = 0,0.6888888888888889,-150.0
0.0,10,0,16,93,reputation = 0,0.6739130434782609,-150.0
,10,0,16,94,reputation = 0,0.6739130434782609,-150.0
,10,250,16,95,reputation = 0,0.6739130434782609,100.0
,10,0,16,96,reputation = 0,0.6739130434782609,100.0
,10,0,17,1,reputation = 0,,3000.0
0.0,10,0,17,2,reputation = 0,0.0,3000.0
,10,0,17,3,reputation = 0,0.0,3000.0
0.0,10,0,17,4,reputation = 0,0.0,3000.0
,10,0,17,5,reputation = 0,0.0,3000.0
0.0,10,0,17,6,reputation = 0,0.0,3000.0
0.0,10,0,17,7,reputation = 0,0.0,3000.0
,10,250,17,8,reputation = 0,0.0,3250.0
,10,250,17,9,reputation = 0,0.0,3500.0
,10,250,17,10,reputation = 0,0.0,3750.0
0.0,10,0,17,11,reputation = 0,0.0,3750.0
,10,0,17,12,reputation = 0,0.0,3750.0
,10,0,17,13,reputation = 0,0.0,3750.0
,10,0,17,14,reputation = 0,0.0,3750.0
,10,250,17,15,reputation = 0,0.0,4000.0
,10,0,17,16,reputation = 0,0.0,4000.0
0.0,10,0,17,17,reputation = 0,0.0,4000.0
0.0,10,0,17,18,reputation = 0,0.0,4000.0
,10,0,17,19,reputation = 0,0.0,4000.0
0.0,10,0,17,20,reputation = 0,0.0,4000.0
,10,0,17,21,reputation = 0,0.0,4000.0
0.0,10,0,17,22,reputation = 0,0.0,4000.0
,10,250,17,23,reputation = 0,0.0,4250.0
,10,0,17,24,reputation = 0,0.0,4250.0
0.0,10,0,17,25,reputation = 0,0.0,4250.0
0.0,10,0,17,26,reputation = 0,0.0,4250.0
,10,0,17,27,reputation = 0,0.0,4250.0
0.0,10,0,17,28,reputation = 0,0.0,4250.0
,10,250,17,29,reputation = 0,0.0,4500.0
,10,0,17,30,reputation = 0,0.0,4500.0
,10,250,17,31,reputation = 0,0.0,4750.0
,10,0,17,32,reputation = 0,0.0,4750.0
0.0,10,0,17,33,reputation = 0,0.0,4750.0
