version,reputation,group,player,round,action,payoff,avg_action,wealth
"non-targeted, clustered",reputation = 0,8,181,16,1.0,50.0,1.0,1800.0
"non-targeted, clustered",reputation = 0,8,182,1,1.0,50.0,1.0,1050.0
"non-targeted, clustered",reputation = 0,8,182,2,1.0,50.0,1.0,1100.0
"non-targeted, clustered",reputation = 0,8,182,3,1.0,50.0,1.0,1150.0
"non-targeted, clustered",reputation = 0,8,182,4,1.0,50.0,1.0,1200.0
"non-targeted, clustered",reputation = 0,8,182,5,1.0,50.0,1.0,1250.0
"non-targeted, clustered",reputation = 0,8,182,6,1.0,50.0,1.0,1300.0
"non-targeted, clustered",reputation = 0,8,182,7,1.0,50.0,1.0,1350.0
"non-targeted, clustered",reputation = 0,8,182,8,1.0,50.0,1.0,1400.0
"non-targeted, clustered",reputation = 0,8,182,9,1.0,50.0,1.0,1450.0
"non-targeted, clustered",reputation = 0,8,182,10,1.0,50.0,1.0,1500.0
"non-targeted, clustered",reputation = 0,8,182,11,1.0,50.0,1.0,1550.0
"non-targeted, clustered",reputation = 0,8,182,12,1.0,50.0,1.0,1600.0
"non-targeted, clustered",reputation = 0,8,182,13,1.0,50.0,1.0,1650.0
"non-targeted, clustered",reputation = 0,8,182,14,1.0,50.0,1.0,1700.0
"non-targeted, clustered",reputation = 0,8,182,15,1.0,50.0,1.0,1750.0
"non-targeted, clustered",reputation = 0,8,182,16,1.0,50.0,1.0,1800.0
"non-targeted, clustered",reputation = 0,8,183,1,1.0,50.0,1.0,1050.0
"non-targeted, clustered",reputation = 0,8,183,2,1.0,50.0,1.0,1100.0
"non-targeted, clustered",reputation = 0,8,183,3,1.0,50.0,1.0,1150.0
"non-targeted, clustered",reputation = 0,8,183,4,1.0,50.0,1.0,1200.0
"non-targeted, clustered",reputation = 0,8,183,5,1.0,50.0,1.0,1250.0
"non-targeted, clustered",reputation = 0,8,183,6,1.0,50.0,1.0,1300.0
"non-targeted, clustered",reputation = 0,8,183,7,1.0,50.0,1.0,1350.0
"non-targeted, clustered",reputation = 0,8,183,8,1.0,50.0,1.0,1400.0
"non-targeted, clustered",reputation = 0,8,183,9,1.0,50.0,1.0,1450.0
"non-targeted, clustered",reputation = 0,8,183,10,1.0,50.0,1.0,1500.0
"non-targeted, clustered",reputation = 0,8,183,11,1.0,50.0,1.0,1550.0
"non-targeted, clustered",reputation = 0,8,183,12,1.0,50.0,1.0,1600.0
"non-targeted, clustered",reputation = 0,8,183,13,1.0,50.0,1.0,1650.0
"non-targeted, clustered",reputation = 0,8,183,14,1.0,50.0,1.0,1700.0
"non-targeted, clustered",reputation = 0,8,183,15,1.0,50.0,1.0,1750.0
"non-targeted, clustered",reputation = 0,8,183,16,1.0,50.0,1.0,1800.0
"non-targeted, clustered",reputation = 0,8,184,1,1.0,25.0,1.0,1025.0
"non-targeted, clustered",reputation = 0,8,184,2,1.0,50.0,1.0,1075.0
"non-targeted, clustered",reputation = 0,8,184,3,1.0,50.0,1.0,1125.0
"non-targeted, clustered",reputation = 0,8,184,4,1.0,50.0,1.0,1175.0
"non-targeted, clustered",reputation = 0,8,184,5,1.0,50.0,1.0,1225.0
"non-targeted, clustered",reputation = 0,8,184,6,1.0,50.0,1.0,1275.0
"non-targeted, clustered",reputation = 0,8,184,7,1.0,50.0,1.0,1325.0
"non-targeted, clustered",reputation = 0,8,184,8,1.0,50.0,1.0,1375.0
"non-targeted, clustered",reputation = 0,8,184,9,1.0,50.0,1.0,1425.0
"non-targeted, clustered",reputation = 0,8,184,10,1.0,50.0,1.0,1475.0
"non-targeted, clustered",reputation = 0,8,184,11,1.0,50.0,1.0,1525.0
"non-targeted, clustered",reputation = 0,8,184,12,1.0,50.0,1.0,1575.0
"non-targeted, clustered",reputation = 0,8,184,13,1.0,50.0,1.0,1625.0
"non-targeted, clustered",reputation = 0,8,184,14,1.0,50.0,1.0,1675.0
"non-targeted, clustered",reputation = 0,8,184,15,1.0,50.0,1.0,1725.0
"non-targeted, clustered",reputation = 0,8,184,16,1.0,50.0,1.0,1775.0
"non-targeted, clustered",reputation = 0,8,185,1,1.0,25.0,1.0,1025.0
"non-targeted, clustered",reputation = 0,8,185,2,1.0,50.0,1.0,1075.0
"non-targeted, clustered",reputation = 0,8,185,3,1.0,50.0,1.0,1125.0
"non-targeted, clustered",reputation = 0,8,185,4,1.0,50.0,1.0,1175.0
"non-targeted, clustered",reputation = 0,8,185,5,1.0,50.0,1.0,1225.0
"non-targeted, clustered",reputation = 0,8,185,6,1.0,50.0,1.0,1275.0
"non-targeted, clustered",reputation = 0,8,185,7,1.0,50.0,1.0,1325.0
"non-targeted, clustered",reputation = 0,8,185,8,1.0,50.0,1.0,1375.0
"non-targeted, clustered",reputation = 0,8,185,9,1.0,50.0,1.0,1425.0
"non-targeted, clustered",reputation = 0,8,185,10,1.0,50.0,1.0,1475.0
"non-targeted, clustered",reputation = 0,8,185,11,1.0,50.0,1.0,1525.0
"non-targeted, clustered",reputation = 0,8,185,12,1.0,50.0,1.0,1575.0
