version,reputation,group,player,round,action,avg_action,wealth
disincentivized strategic,reputation = 0,081107_0848,15,20,1.0,0.9949999999999999,3170.0
disincentivized strategic,reputation = 0,081107_0848,15,21,1.0,0.9952380952380951,3330.0
disincentivized strategic,reputation = 0,081107_0848,15,22,1.0,0.9954545454545454,3490.0
disincentivized strategic,reputation = 0,081107_0848,15,23,1.0,0.9956521739130434,3650.0
disincentivized strategic,reputation = 0,081107_0848,15,24,0.0,0.9541666666666666,3750.0
disincentivized strategic,reputation = 0,081107_0848,16,1,0.6,0.6,168.0
disincentivized strategic,reputation = 0,081107_0848,16,2,1.0,0.8,320.0
disincentivized strategic,reputation = 0,081107_0848,16,3,1.0,0.8666666666666667,480.0
disincentivized strategic,reputation = 0,081107_0848,16,4,1.0,0.9,640.0
disincentivized strategic,reputation = 0,081107_0848,16,5,1.0,0.9199999999999999,800.0
disincentivized strategic,reputation = 0,081107_0848,16,6,1.0,0.9333333333333332,960.0
disincentivized strategic,reputation = 0,081107_0848,16,7,1.0,0.9428571428571428,1120.0
disincentivized strategic,reputation = 0,081107_0848,16,8,1.0,0.95,1280.0
disincentivized strategic,reputation = 0,081107_0848,16,9,1.0,0.9555555555555555,1440.0
disincentivized strategic,reputation = 0,081107_0848,16,10,1.0,0.96,1600.0
disincentivized strategic,reputation = 0,081107_0848,16,11,1.0,0.9636363636363636,1760.0
disincentivized strategic,reputation = 0,081107_0848,16,12,1.0,0.9666666666666667,1920.0
disincentivized strategic,reputation = 0,081107_0848,16,13,1.0,0.9692307692307692,2080.0
disincentivized strategic,reputation = 0,081107_0848,16,14,1.0,0.9714285714285714,2240.0
disincentivized strategic,reputation = 0,081107_0848,16,15,1.0,0.9733333333333333,2400.0
disincentivized strategic,reputation = 0,081107_0848,16,16,1.0,0.975,2560.0
disincentivized strategic,reputation = 0,081107_0848,16,17,1.0,0.9764705882352942,2720.0
disincentivized strategic,reputation = 0,081107_0848,16,18,1.0,0.9777777777777779,2880.0
disincentivized strategic,reputation = 0,081107_0848,16,19,1.0,0.9789473684210527,3040.0
disincentivized strategic,reputation = 0,081107_0848,16,20,1.0,0.9800000000000001,3200.0
disincentivized strategic,reputation = 0,081107_0848,16,21,1.0,0.980952380952381,3360.0
disincentivized strategic,reputation = 0,081107_0848,16,22,1.0,0.9818181818181819,3520.0
disincentivized strategic,reputation = 0,081107_0848,16,23,1.0,0.982608695652174,3680.0
disincentivized strategic,reputation = 0,081107_0848,16,24,0.0,0.9416666666666668,3780.0
disincentivized strategic,reputation = 0,081107_0848,17,1,0.65,0.65,119.0
disincentivized strategic,reputation = 0,081107_0848,17,2,0.7,0.675,249.0
disincentivized strategic,reputation = 0,081107_0848,17,3,0.9,0.75,379.0
disincentivized strategic,reputation = 0,081107_0848,17,4,0.9,0.7875,461.0
disincentivized strategic,reputation = 0,081107_0848,17,5,0.7,0.7699999999999999,579.0
disincentivized strategic,reputation = 0,081107_0848,17,6,0.75,0.7666666666666666,712.7999900000001
disincentivized strategic,reputation = 0,081107_0848,17,7,0.8,0.7714285714285714,854.4000199999999
disincentivized strategic,reputation = 0,081107_0848,17,8,0.9,0.7875,936.4000199999999
disincentivized strategic,reputation = 0,081107_0848,17,9,0.4,0.7444444444444445,1076.4
disincentivized strategic,reputation = 0,081107_0848,17,10,0.6,0.73,1204.4
disincentivized strategic,reputation = 0,081107_0848,17,11,0.65,0.7227272727272728,1339.4
disincentivized strategic,reputation = 0,081107_0848,17,12,0.5,0.7041666666666666,1473.4
disincentivized strategic,reputation = 0,081107_0848,17,13,0.65,0.7,1608.4
disincentivized strategic,reputation = 0,081107_0848,17,14,0.7,0.7,1734.4
disincentivized strategic,reputation = 0,081107_0848,17,15,0.7,0.6999999999999998,1872.4
disincentivized strategic,reputation = 0,081107_0848,17,16,0.7,0.6999999999999998,2002.4
disincentivized strategic,reputation = 0,081107_0848,17,17,0.65,0.6970588235294116,2129.3999
disincentivized strategic,reputation = 0,081107_0848,17,18,0.65,0.6944444444444443,2264.3999
disincentivized strategic,reputation = 0,081107_0848,17,19,0.55,0.6868421052631578,2401.3999
disincentivized strategic,reputation = 0,081107_0848,17,20,0.6,0.6824999999999999,2541.3999
disincentivized strategic,reputation = 0,081107_0848,17,21,0.65,0.6809523809523809,2684.3999
disincentivized strategic,reputation = 0,081107_0848,17,22,0.7,0.6818181818181818,2814.3999
disincentivized strategic,reputation = 0,081107_0848,17,23,0.6,0.6782608695652173,2946.3999
disincentivized strategic,reputation = 0,081107_0848,17,24,0.0,0.6499999999999999,3098.3999
disincentivized strategic,reputation = 0,081107_0848,18,1,0.4,0.4,144.0
disincentivized strategic,reputation = 0,081107_0848,18,2,0.55,0.47500000000000003,289.0
disincentivized strategic,reputation = 0,081107_0848,18,3,0.6,0.5166666666666667,449.0
disincentivized strategic,reputation = 0,081107_0848,18,4,0.0,0.3875,621.0
disincentivized strategic,reputation = 0,081107_0848,18,5,0.4,0.39,769.0
disincentivized strategic,reputation = 0,081107_0848,18,6,0.61,0.4266666666666667,916.7999900000001
disincentivized strategic,reputation = 0,081107_0848,18,7,0.72,0.4685714285714286,1066.4
disincentivized strategic,reputation = 0,081107_0848,18,8,0.0,0.41000000000000003,1238.4
disincentivized strategic,reputation = 0,081107_0848,18,9,0.53,0.4233333333333334,1367.8
disincentivized strategic,reputation = 0,081107_0848,18,10,0.52,0.433,1505.4
disincentivized strategic,reputation = 0,081107_0848,18,11,0.61,0.44909090909090915,1645.2
disincentivized strategic,reputation = 0,081107_0848,18,12,0.69,0.46916666666666673,1785.8
disincentivized strategic,reputation = 0,081107_0848,18,13,0.89,0.5015384615384616,1928.0
disincentivized strategic,reputation = 0,081107_0848,18,14,0.79,0.5221428571428571,2088.2
disincentivized strategic,reputation = 0,081107_0848,18,15,0.86,0.5446666666666666,2241.3999
disincentivized strategic,reputation = 0,081107_0848,18,16,0.0,0.510625,2413.3999
disincentivized strategic,reputation = 0,081107_0848,18,17,0.56,0.5135294117647059,2582.2
disincentivized strategic,reputation = 0,081107_0848,18,18,0.91,0.5355555555555556,2744.0
disincentivized strategic,reputation = 0,081107_0848,18,19,1.0,0.56,2904.0
disincentivized strategic,reputation = 0,081107_0848,18,20,0.0,0.532,3084.0
disincentivized strategic,reputation = 0,081107_0848,18,21,0.66,0.5380952380952382,3250.8
disincentivized strategic,reputation = 0,081107_0848,18,22,1.0,0.5590909090909091,3410.8
disincentivized strategic,reputation = 0,081107_0848,18,23,1.0,0.5782608695652174,3570.8
disincentivized strategic,reputation = 0,081107_0848,18,24,0.0,0.5541666666666667,3670.8
disincentivized strategic,reputation = 0,081107_0848,19,1,1.0,1.0,104.0
disincentivized strategic,reputation = 0,081107_0848,19,2,1.0,1.0,232.0
disincentivized strategic,reputation = 0,081107_0848,19,3,1.0,1.0,392.0
disincentivized strategic,reputation = 0,081107_0848,19,4,1.0,1.0,552.0
disincentivized strategic,reputation = 0,081107_0848,19,5,1.0,1.0,712.0
disincentivized strategic,reputation = 0,081107_0848,19,6,1.0,1.0,872.0
disincentivized strategic,reputation = 0,081107_0848,19,7,1.0,1.0,1032.0
disincentivized strategic,reputation = 0,081107_0848,19,8,1.0,1.0,1192.0
disincentivized strategic,reputation = 0,081107_0848,19,9,1.0,1.0,1352.0
disincentivized strategic,reputation = 0,081107_0848,19,10,1.0,1.0,1512.0
disincentivized strategic,reputation = 0,081107_0848,19,11,1.0,1.0,1672.0
disincentivized strategic,reputation = 0,081107_0848,19,12,1.0,1.0,1832.0
disincentivized strategic,reputation = 0,081107_0848,19,13,1.0,1.0,1992.0
disincentivized strategic,reputation = 0,081107_0848,19,14,1.0,1.0,2152.0
disincentivized strategic,reputation = 0,081107_0848,19,15,1.0,1.0,2312.0
disincentivized strategic,reputation = 0,081107_0848,19,16,1.0,1.0,2472.0
disincentivized strategic,reputation = 0,081107_0848,19,17,1.0,1.0,2632.0
disincentivized strategic,reputation = 0,081107_0848,19,18,1.0,1.0,2792.0
disincentivized strategic,reputation = 0,081107_0848,19,19,1.0,1.0,2952.0
disincentivized strategic,reputation = 0,081107_0848,19,20,1.0,1.0,3112.0
disincentivized strategic,reputation = 0,081107_0848,19,21,1.0,1.0,3272.0
disincentivized strategic,reputation = 0,081107_0848,19,22,1.0,1.0,3432.0
disincentivized strategic,reputation = 0,081107_0848,19,23,1.0,1.0,3592.0
disincentivized strategic,reputation = 0,081107_0848,19,24,1.0,1.0,3752.0
disincentivized strategic,reputation = 0,081107_0848,20,1,0.3,0.3,174.0
disincentivized strategic,reputation = 0,081107_0848,20,2,0.6,0.44999999999999996,342.0
disincentivized strategic,reputation = 0,081107_0848,20,3,1.0,0.6333333333333333,502.0
disincentivized strategic,reputation = 0,081107_0848,20,4,1.0,0.725,662.0
disincentivized strategic,reputation = 0,081107_0848,20,5,1.0,0.78,822.0
disincentivized strategic,reputation = 0,081107_0848,20,6,1.0,0.8166666666666668,982.0
disincentivized strategic,reputation = 0,081107_0848,20,7,1.0,0.8428571428571429,1142.0
disincentivized strategic,reputation = 0,081107_0848,20,8,1.0,0.8625,1302.0
disincentivized strategic,reputation = 0,081107_0848,20,9,1.0,0.8777777777777778,1462.0
disincentivized strategic,reputation = 0,081107_0848,20,10,1.0,0.89,1622.0
disincentivized strategic,reputation = 0,081107_0848,20,11,1.0,0.9,1782.0
disincentivized strategic,reputation = 0,081107_0848,20,12,1.0,0.9083333333333333,1942.0
disincentivized strategic,reputation = 0,081107_0848,20,13,1.0,0.9153846153846155,2102.0
disincentivized strategic,reputation = 0,081107_0848,20,14,1.0,0.9214285714285715,2262.0
disincentivized strategic,reputation = 0,081107_0848,20,15,1.0,0.9266666666666666,2422.0
disincentivized strategic,reputation = 0,081107_0848,20,16,1.0,0.93125,2582.0
disincentivized strategic,reputation = 0,081107_0848,20,17,1.0,0.9352941176470588,2742.0
disincentivized strategic,reputation = 0,081107_0848,20,18,1.0,0.9388888888888888,2902.0
disincentivized strategic,reputation = 0,081107_0848,20,19,1.0,0.9421052631578947,3062.0
disincentivized strategic,reputation = 0,081107_0848,20,20,1.0,0.945,3222.0
disincentivized strategic,reputation = 0,081107_0848,20,21,1.0,0.9476190476190476,3382.0
disincentivized strategic,reputation = 0,081107_0848,20,22,1.0,0.95,3542.0
disincentivized strategic,reputation = 0,081107_0848,20,23,1.0,0.9521739130434782,3702.0
disincentivized strategic,reputation = 0,081107_0848,20,24,1.0,0.9541666666666666,3862.0
disincentivized strategic,reputation = avg4,090325_1537,1,1,1.0,1.0,128.0
disincentivized strategic,reputation = avg4,090325_1537,1,2,1.0,1.0,248.0
disincentivized strategic,reputation = avg4,090325_1537,1,3,1.0,1.0,392.0
disincentivized strategic,reputation = avg4,090325_1537,1,4,1.0,1.0,552.0
disincentivized strategic,reputation = avg4,090325_1537,1,5,1.0,1.0,706.0
disincentivized strategic,reputation = avg4,090325_1537,1,6,1.0,1.0,858.0
disincentivized strategic,reputation = avg4,090325_1537,1,7,1.0,1.0,1010.0
disincentivized strategic,reputation = avg4,090325_1537,1,8,1.0,1.0,1170.0
disincentivized strategic,reputation = avg4,090325_1537,1,9,1.0,1.0,1340.0
disincentivized strategic,reputation = avg4,090325_1537,1,10,1.0,1.0,1492.0
disincentivized strategic,reputation = avg4,090325_1537,1,11,1.0,1.0,1636.0
disincentivized strategic,reputation = avg4,090325_1537,1,12,0.0,0.9166666666666666,1816.0
disincentivized strategic,reputation = avg4,090325_1537,1,13,1.0,0.9230769230769231,1920.0
disincentivized strategic,reputation = avg4,090325_1537,1,14,1.0,0.9285714285714286,2048.0
disincentivized strategic,reputation = avg4,090325_1537,1,15,1.0,0.9333333333333333,2176.0
disincentivized strategic,reputation = avg4,090325_1537,1,16,1.0,0.9375,2304.0
disincentivized strategic,reputation = avg4,090325_1537,1,17,1.0,0.9411764705882353,2450.0
disincentivized strategic,reputation = avg4,090325_1537,1,18,1.0,0.9444444444444444,2586.0
disincentivized strategic,reputation = avg4,090325_1537,1,19,1.0,0.9473684210526315,2730.0
disincentivized strategic,reputation = avg4,090325_1537,1,20,0.0,0.9,2894.0
disincentivized strategic,reputation = avg4,090325_1537,1,21,1.0,0.9047619047619048,3054.0
disincentivized strategic,reputation = avg4,090325_1537,1,22,1.0,0.9090909090909091,3214.0
disincentivized strategic,reputation = avg4,090325_1537,1,23,1.0,0.9130434782608695,3374.0
disincentivized strategic,reputation = avg4,090325_1537,1,24,0.0,0.875,3474.0
disincentivized strategic,reputation = avg4,090325_1537,2,1,0.6,0.6,168.0
disincentivized strategic,reputation = avg4,090325_1537,2,2,0.5,0.55,338.0
disincentivized strategic,reputation = avg4,090325_1537,2,3,0.8,0.6333333333333334,502.0
disincentivized strategic,reputation = avg4,090325_1537,2,4,1.0,0.7250000000000001,662.0
disincentivized strategic,reputation = avg4,090325_1537,2,5,0.8,0.74,836.0
disincentivized strategic,reputation = avg4,090325_1537,2,6,0.9,0.7666666666666667,998.0
disincentivized strategic,reputation = avg4,090325_1537,2,7,0.9,0.7857142857142858,1160.0
disincentivized strategic,reputation = avg4,090325_1537,2,8,1.0,0.8125000000000001,1320.0
disincentivized strategic,reputation = avg4,090325_1537,2,9,1.0,0.8333333333333335,1490.0
disincentivized strategic,reputation = avg4,090325_1537,2,10,0.9,0.8400000000000001,1652.0
disincentivized strategic,reputation = avg4,090325_1537,2,11,0.8,0.8363636363636364,1816.0
disincentivized strategic,reputation = avg4,090325_1537,2,12,1.0,0.8500000000000001,1896.0
disincentivized strategic,reputation = avg4,090325_1537,2,13,0.8,0.8461538461538463,2060.0
disincentivized strategic,reputation = avg4,090325_1537,2,14,1.0,0.8571428571428573,2220.0
disincentivized strategic,reputation = avg4,090325_1537,2,15,0.5,0.8333333333333335,2390.0
disincentivized strategic,reputation = avg4,090325_1537,2,16,1.0,0.8437500000000001,2550.0
disincentivized strategic,reputation = avg4,090325_1537,2,17,1.0,0.8529411764705883,2720.0
disincentivized strategic,reputation = avg4,090325_1537,2,18,1.0,0.8611111111111112,2880.0
disincentivized strategic,reputation = avg4,090325_1537,2,19,1.0,0.868421052631579,3040.0
disincentivized strategic,reputation = avg4,090325_1537,2,20,0.5,0.85,3210.0
disincentivized strategic,reputation = avg4,090325_1537,2,21,1.0,0.8571428571428571,3380.0
disincentivized strategic,reputation = avg4,090325_1537,2,22,1.0,0.8636363636363636,3524.0
disincentivized strategic,reputation = avg4,090325_1537,2,23,1.0,0.8695652173913043,3660.0
disincentivized strategic,reputation = avg4,090325_1537,2,24,0.5,0.8541666666666666,3830.0
disincentivized strategic,reputation = avg4,090325_1537,3,1,1.0,1.0,144.0
disincentivized strategic,reputation = avg4,090325_1537,3,2,1.0,1.0,304.0
disincentivized strategic,reputation = avg4,090325_1537,3,3,1.0,1.0,460.0
disincentivized strategic,reputation = avg4,090325_1537,3,4,1.0,1.0,612.0
disincentivized strategic,reputation = avg4,090325_1537,3,5,1.0,1.0,716.0
disincentivized strategic,reputation = avg4,090325_1537,3,6,1.0,1.0,860.0
disincentivized strategic,reputation = avg4,090325_1537,3,7,1.0,1.0,1012.0
disincentivized strategic,reputation = avg4,090325_1537,3,8,1.0,1.0,1132.0
disincentivized strategic,reputation = avg4,090325_1537,3,9,1.0,1.0,1236.0
disincentivized strategic,reputation = avg4,090325_1537,3,10,1.0,1.0,1396.0
disincentivized strategic,reputation = avg4,090325_1537,3,11,1.0,1.0,1524.0
disincentivized strategic,reputation = avg4,090325_1537,3,12,1.0,1.0,1620.0
disincentivized strategic,reputation = avg4,090325_1537,3,13,1.0,1.0,1764.0
disincentivized strategic,reputation = avg4,090325_1537,3,14,1.0,1.0,1924.0
disincentivized strategic,reputation = avg4,090325_1537,3,15,1.0,1.0,2044.0
disincentivized strategic,reputation = avg4,090325_1537,3,16,1.0,1.0,2204.0
disincentivized strategic,reputation = avg4,090325_1537,3,17,1.0,1.0,2374.0
disincentivized strategic,reputation = avg4,090325_1537,3,18,1.0,1.0,2534.0
disincentivized strategic,reputation = avg4,090325_1537,3,19,1.0,1.0,2694.0
disincentivized strategic,reputation = avg4,090325_1537,3,20,1.0,1.0,2814.0
disincentivized strategic,reputation = avg4,090325_1537,3,21,1.0,1.0,2984.0
disincentivized strategic,reputation = avg4,090325_1537,3,22,0.8,0.990909090909091,3148.0
disincentivized strategic,reputation = avg4,090325_1537,3,23,0.7,0.9782608695652174,3314.0
disincentivized strategic,reputation = avg4,090325_1537,3,24,1.0,0.9791666666666666,3434.0
disincentivized strategic,reputation = avg4,090325_1537,4,1,0.8,0.8,164.0
disincentivized strategic,reputation = avg4,090325_1537,4,2,1.0,0.9,324.0
disincentivized strategic,reputation = avg4,090325_1537,4,3,0.95,0.9166666666666666,485.0
disincentivized strategic,reputation = avg4,090325_1537,4,4,0.9,0.9125,647.0
disincentivized strategic,reputation = avg4,090325_1537,4,5,0.85,0.9,802.0
disincentivized strategic,reputation = avg4,090325_1537,4,6,1.0,0.9166666666666666,962.0
disincentivized strategic,reputation = avg4,090325_1537,4,7,0.95,0.9214285714285715,1123.0
disincentivized strategic,reputation = avg4,090325_1537,4,8,0.98,0.92875,1283.4
disincentivized strategic,reputation = avg4,090325_1537,4,9,0.95,0.931111111111111,1454.4
disincentivized strategic,reputation = avg4,090325_1537,4,10,0.9,0.9279999999999999,1616.4
disincentivized strategic,reputation = avg4,090325_1537,4,11,0.87,0.9227272727272726,1771.0
disincentivized strategic,reputation = avg4,090325_1537,4,12,0.95,0.9249999999999998,1925.6
disincentivized strategic,reputation = avg4,090325_1537,4,13,0.9,0.9230769230769229,2093.6001
disincentivized strategic,reputation = avg4,090325_1537,4,14,1.0,0.9285714285714285,2248.0
disincentivized strategic,reputation = avg4,090325_1537,4,15,1.0,0.9333333333333332,2407.2
disincentivized strategic,reputation = avg4,090325_1537,4,16,0.9,0.9312499999999999,2569.2
disincentivized strategic,reputation = avg4,090325_1537,4,17,0.9,0.9294117647058823,2725.6001
disincentivized strategic,reputation = avg4,090325_1537,4,18,0.9,0.9277777777777777,2882.8
disincentivized strategic,reputation = avg4,090325_1537,4,19,0.9,0.9263157894736841,3036.8
disincentivized strategic,reputation = avg4,090325_1537,4,20,0.9,0.9249999999999998,3190.8
disincentivized strategic,reputation = avg4,090325_1537,4,21,0.9,0.9238095238095235,3354.8
disincentivized strategic,reputation = avg4,090325_1537,4,22,0.95,0.9249999999999997,3507.8
disincentivized strategic,reputation = avg4,090325_1537,4,23,0.85,0.9217391304347824,3666.0
disincentivized strategic,reputation = avg4,090325_1537,4,24,0.85,0.9187499999999998,3821.0
disincentivized strategic,reputation = avg4,090325_1537,5,1,0.6,0.6,168.0
disincentivized strategic,reputation = avg4,090325_1537,5,2,0.8,0.7,316.0
disincentivized strategic,reputation = avg4,090325_1537,5,3,0.8,0.7333333333333334,472.0
disincentivized strategic,reputation = avg4,090325_1537,5,4,0.9,0.775,626.0
disincentivized strategic,reputation = avg4,090325_1537,5,5,0.9,0.8,798.0
disincentivized strategic,reputation = avg4,090325_1537,5,6,1.0,0.8333333333333334,958.0
disincentivized strategic,reputation = avg4,090325_1537,5,7,1.0,0.8571428571428571,1118.0
disincentivized strategic,reputation = avg4,090325_1537,5,8,1.0,0.875,1278.0
disincentivized strategic,reputation = avg4,090325_1537,5,9,0.9,0.8777777777777778,1450.0
disincentivized strategic,reputation = avg4,090325_1537,5,10,1.0,0.89,1610.0
disincentivized strategic,reputation = avg4,090325_1537,5,11,1.0,0.9,1770.0
disincentivized strategic,reputation = avg4,090325_1537,5,12,1.0,0.9083333333333333,1930.0
disincentivized strategic,reputation = avg4,090325_1537,5,13,1.0,0.9153846153846155,2100.0
disincentivized strategic,reputation = avg4,090325_1537,5,14,1.0,0.9214285714285715,2260.0
disincentivized strategic,reputation = avg4,090325_1537,5,15,1.0,0.9266666666666666,2420.0
disincentivized strategic,reputation = avg4,090325_1537,5,16,1.0,0.93125,2580.0
disincentivized strategic,reputation = avg4,090325_1537,5,17,1.0,0.9352941176470588,2750.0
disincentivized strategic,reputation = avg4,090325_1537,5,18,1.0,0.9388888888888888,2910.0
disincentivized strategic,reputation = avg4,090325_1537,5,19,1.0,0.9421052631578947,3070.0
disincentivized strategic,reputation = avg4,090325_1537,5,20,1.0,0.945,3230.0
disincentivized strategic,reputation = avg4,090325_1537,5,21,1.0,0.9476190476190476,3400.0
disincentivized strategic,reputation = avg4,090325_1537,5,22,1.0,0.95,3560.0
disincentivized strategic,reputation = avg4,090325_1537,5,23,1.0,0.9521739130434782,3720.0
disincentivized strategic,reputation = avg4,090325_1537,5,24,1.0,0.9541666666666666,3880.0
disincentivized strategic,reputation = avg4,090325_1537,6,1,1.0,1.0,128.0
disincentivized strategic,reputation = avg4,090325_1537,6,2,0.8,0.9,276.0
disincentivized strategic,reputation = avg4,090325_1537,6,3,0.9,0.9,422.0
disincentivized strategic,reputation = avg4,090325_1537,6,4,0.9,0.9,576.0
disincentivized strategic,reputation = avg4,090325_1537,6,5,1.0,0.9199999999999999,738.0
disincentivized strategic,reputation = avg4,090325_1537,6,6,1.0,0.9333333333333332,898.0
disincentivized strategic,reputation = avg4,090325_1537,6,7,1.0,0.9428571428571428,1058.0
disincentivized strategic,reputation = avg4,090325_1537,6,8,1.0,0.95,1218.0
disincentivized strategic,reputation = avg4,090325_1537,6,9,1.0,0.9555555555555555,1380.0
disincentivized strategic,reputation = avg4,090325_1537,6,10,1.0,0.96,1540.0
disincentivized strategic,reputation = avg4,090325_1537,6,11,1.0,0.9636363636363636,1700.0
disincentivized strategic,reputation = avg4,090325_1537,6,12,1.0,0.9666666666666667,1860.0
disincentivized strategic,reputation = avg4,090325_1537,6,13,1.0,0.9692307692307692,2030.0
disincentivized strategic,reputation = avg4,090325_1537,6,14,1.0,0.9714285714285714,2190.0
disincentivized strategic,reputation = avg4,090325_1537,6,15,1.0,0.9733333333333333,2350.0
disincentivized strategic,reputation = avg4,090325_1537,6,16,1.0,0.975,2510.0
disincentivized strategic,reputation = avg4,090325_1537,6,17,1.0,0.9764705882352942,2680.0
disincentivized strategic,reputation = avg4,090325_1537,6,18,1.0,0.9777777777777779,2840.0
disincentivized strategic,reputation = avg4,090325_1537,6,19,1.0,0.9789473684210527,3000.0
disincentivized strategic,reputation = avg4,090325_1537,6,20,1.0,0.9800000000000001,3160.0
disincentivized strategic,reputation = avg4,090325_1537,6,21,1.0,0.980952380952381,3330.0
disincentivized strategic,reputation = avg4,090325_1537,6,22,1.0,0.9818181818181819,3490.0
disincentivized strategic,reputation = avg4,090325_1537,6,23,1.0,0.982608695652174,3650.0
disincentivized strategic,reputation = avg4,090325_1537,6,24,1.0,0.9833333333333334,3810.0
disincentivized strategic,reputation = avg4,090325_1537,7,1,0.1,0.1,130.0
disincentivized strategic,reputation = avg4,090325_1537,7,2,0.3,0.2,240.0
disincentivized strategic,reputation = avg4,090325_1537,7,3,0.3,0.2333333333333333,366.0
disincentivized strategic,reputation = avg4,090325_1537,7,4,0.25,0.2375,489.0
disincentivized strategic,reputation = avg4,090325_1537,7,5,0.4,0.27,621.0
disincentivized strategic,reputation = avg4,090325_1537,7,6,0.4,0.2916666666666667,753.0
disincentivized strategic,reputation = avg4,090325_1537,7,7,0.55,0.32857142857142857,858.0
disincentivized strategic,reputation = avg4,090325_1537,7,8,0.6,0.3625,974.7999900000001
disincentivized strategic,reputation = avg4,090325_1537,7,9,0.4,0.36666666666666664,1106.8
disincentivized strategic,reputation = avg4,090325_1537,7,10,0.5,0.38,1276.8
disincentivized strategic,reputation = avg4,090325_1537,7,11,0.75,0.41363636363636364,1433.8
disincentivized strategic,reputation = avg4,090325_1537,7,12,0.5,0.42083333333333334,1571.8
disincentivized strategic,reputation = avg4,090325_1537,7,13,0.5,0.4269230769230769,1685.8
disincentivized strategic,reputation = avg4,090325_1537,7,14,0.45,0.42857142857142855,1820.8
disincentivized strategic,reputation = avg4,090325_1537,7,15,0.75,0.45,1953.8
disincentivized strategic,reputation = avg4,090325_1537,7,16,0.3,0.440625,2099.8
disincentivized strategic,reputation = avg4,090325_1537,7,17,0.3,0.43235294117647055,2225.8
disincentivized strategic,reputation = avg4,090325_1537,7,18,0.45,0.43333333333333335,2332.8
disincentivized strategic,reputation = avg4,090325_1537,7,19,0.5,0.4368421052631579,2450.8
disincentivized strategic,reputation = avg4,090325_1537,7,20,1.0,0.465,2534.8
disincentivized strategic,reputation = avg4,090325_1537,7,21,0.4,0.46190476190476193,2662.8
disincentivized strategic,reputation = avg4,090325_1537,7,22,0.32,0.4554545454545455,2804.3999
disincentivized strategic,reputation = avg4,090325_1537,7,23,0.3,0.4486956521739131,2930.3999
disincentivized strategic,reputation = avg4,090325_1537,7,24,0.55,0.4529166666666668,3020.2
disincentivized strategic,reputation = avg4,090325_1537,8,1,0.4,0.4,100.0
disincentivized strategic,reputation = avg4,090325_1537,8,2,0.2,0.30000000000000004,220.0
disincentivized strategic,reputation = avg4,090325_1537,8,3,0.4,0.3333333333333333,336.0
disincentivized strategic,reputation = avg4,090325_1537,8,4,0.35,0.3375,449.0
disincentivized strategic,reputation = avg4,090325_1537,8,5,0.3,0.33,623.0
disincentivized strategic,reputation = avg4,090325_1537,8,6,0.8,0.4083333333333334,787.0
disincentivized strategic,reputation = avg4,090325_1537,8,7,0.9,0.4785714285714286,949.0
disincentivized strategic,reputation = avg4,090325_1537,8,8,0.5,0.48125,1119.0
disincentivized strategic,reputation = avg4,090325_1537,8,9,0.3,0.46111111111111114,1293.0
disincentivized strategic,reputation = avg4,090325_1537,8,10,1.0,0.515,1453.0
disincentivized strategic,reputation = avg4,090325_1537,8,11,0.6,0.5227272727272727,1621.0
disincentivized strategic,reputation = avg4,090325_1537,8,12,0.2,0.49583333333333335,1797.0
disincentivized strategic,reputation = avg4,090325_1537,8,13,0.3,0.4807692307692308,1931.0
disincentivized strategic,reputation = avg4,090325_1537,8,14,0.55,0.4857142857142857,2056.0
disincentivized strategic,reputation = avg4,090325_1537,8,15,0.6,0.4933333333333333,2204.0
disincentivized strategic,reputation = avg4,090325_1537,8,16,0.65,0.5031249999999999,2315.0
disincentivized strategic,reputation = avg4,090325_1537,8,17,0.4,0.4970588235294117,2431.0
disincentivized strategic,reputation = avg4,090325_1537,8,18,0.2,0.48055555555555546,2563.0
disincentivized strategic,reputation = avg4,090325_1537,8,19,0.35,0.4736842105263157,2696.0
disincentivized strategic,reputation = avg4,090325_1537,8,20,0.05,0.45249999999999996,2875.0
disincentivized strategic,reputation = avg4,090325_1537,8,21,0.45,0.4523809523809523,2998.0
disincentivized strategic,reputation = avg4,090325_1537,8,22,0.6,0.459090909090909,3111.6001
disincentivized strategic,reputation = avg4,090325_1537,8,23,0.4,0.4565217391304347,3227.6001
disincentivized strategic,reputation = avg4,090325_1537,8,24,0.01,0.43791666666666657,3371.3999
disincentivized strategic,reputation = avg4,090325_1537,9,1,0.8,0.8,124.0
disincentivized strategic,reputation = avg4,090325_1537,9,2,1.0,0.9,244.0
disincentivized strategic,reputation = avg4,090325_1537,9,3,0.8,0.8666666666666667,368.0
disincentivized strategic,reputation = avg4,090325_1537,9,4,0.01,0.6525,507.79999000000004
disincentivized strategic,reputation = avg4,090325_1537,9,5,0.9,0.702,657.7999900000001
disincentivized strategic,reputation = avg4,090325_1537,9,6,1.0,0.7516666666666666,817.7999900000001
disincentivized strategic,reputation = avg4,090325_1537,9,7,1.0,0.7871428571428571,973.7999900000001
disincentivized strategic,reputation = avg4,090325_1537,9,8,1.0,0.81375,1132.2
disincentivized strategic,reputation = avg4,090325_1537,9,9,1.0,0.8344444444444444,1298.2
disincentivized strategic,reputation = avg4,090325_1537,9,10,1.0,0.851,1450.2
disincentivized strategic,reputation = avg4,090325_1537,9,11,0.9,0.8554545454545455,1601.8
disincentivized strategic,reputation = avg4,090325_1537,9,12,0.92,0.8608333333333333,1759.4
