reputation,group,player,round,action,payoff,avg_action,wealth
reputation = 0,4,2,3,1.0,0,0.6666666666666666,120
reputation = 0,4,2,4,,35,0.6666666666666666,155
reputation = 0,4,2,5,0.0,35,0.5,190
reputation = 0,4,2,6,0.0,70,0.4,260
reputation = 0,4,2,7,,35,0.4,295
reputation = 0,4,2,8,,35,0.4,330
reputation = 0,4,2,9,0.0,35,0.3333333333333333,365
reputation = 0,4,2,10,0.0,35,0.2857142857142857,400
reputation = 0,4,2,11,1.0,50,0.375,450
reputation = 0,4,2,12,1.0,0,0.4444444444444444,450
reputation = 0,4,2,13,0.0,35,0.4,485
reputation = 0,4,2,14,,35,0.4,520
reputation = 0,4,2,15,,35,0.4,555
reputation = 0,4,2,16,0.0,35,0.36363636363636365,590
reputation = 0,4,2,17,,35,0.36363636363636365,625
reputation = 0,4,2,18,,35,0.36363636363636365,660
reputation = 0,4,2,19,0.0,35,0.3333333333333333,695
reputation = 0,4,2,20,0.0,35,0.3076923076923077,730
reputation = 0,4,2,21,0.0,35,0.2857142857142857,765
reputation = 0,4,2,22,,35,0.2857142857142857,800
reputation = 0,4,2,23,0.0,35,0.26666666666666666,835
reputation = 0,4,2,24,,35,0.26666666666666666,870
reputation = 0,4,2,25,,35,0.26666666666666666,905
reputation = 0,4,2,26,0.0,35,0.25,940
reputation = 0,4,2,27,0.0,35,0.23529411764705882,975
reputation = 0,4,2,28,,35,0.23529411764705882,1010
reputation = 0,4,2,29,,35,0.23529411764705882,1045
reputation = 0,4,2,30,0.0,35,0.2222222222222222,1080
reputation = 0,4,3,1,,35,,35
reputation = 0,4,3,2,0.0,35,0.0,70
reputation = 0,4,3,3,,35,0.0,105
reputation = 0,4,3,4,,35,0.0,140
reputation = 0,4,3,5,1.0,0,0.5,140
reputation = 0,4,3,6,1.0,50,0.6666666666666666,190
reputation = 0,4,3,7,0.0,35,0.5,225
reputation = 0,4,3,8,,35,0.5,260
reputation = 0,4,3,9,0.0,35,0.4,295
reputation = 0,4,3,10,1.0,0,0.5,295
reputation = 0,4,3,11,,35,0.5,330
reputation = 0,4,3,12,1.0,0,0.5714285714285714,330
reputation = 0,4,3,13,0.0,35,0.5,365
reputation = 0,4,3,14,0.0,70,0.4444444444444444,435
reputation = 0,4,3,15,0.0,70,0.4,505
reputation = 0,4,3,16,0.0,35,0.36363636363636365,540
reputation = 0,4,3,17,,35,0.36363636363636365,575
reputation = 0,4,3,18,1.0,0,0.4166666666666667,575
reputation = 0,4,3,19,0.0,35,0.38461538461538464,610
reputation = 0,4,3,20,1.0,0,0.42857142857142855,610
reputation = 0,4,3,21,0.0,35,0.4,645
reputation = 0,4,3,22,,35,0.4,680
reputation = 0,4,3,23,0.0,35,0.375,715
reputation = 0,4,3,24,,35,0.375,750
reputation = 0,4,3,25,,35,0.375,785
reputation = 0,4,3,26,,35,0.375,820
reputation = 0,4,3,27,0.0,35,0.35294117647058826,855
reputation = 0,4,3,28,,35,0.35294117647058826,890
reputation = 0,4,3,29,1.0,50,0.3888888888888889,940
reputation = 0,4,3,30,0.0,35,0.3684210526315789,975
reputation = 0,4,4,1,,35,,35
reputation = 0,4,4,2,0.0,35,0.0,70
reputation = 0,4,4,3,,35,0.0,105
reputation = 0,4,4,4,,35,0.0,140
reputation = 0,4,4,5,0.0,35,0.0,175
reputation = 0,4,4,6,,35,0.0,210
reputation = 0,4,4,7,0.0,35,0.0,245
reputation = 0,4,4,8,1.0,50,0.25,295
reputation = 0,4,4,9,1.0,50,0.4,345
reputation = 0,4,4,10,0.0,35,0.3333333333333333,380
reputation = 0,4,4,11,,35,0.3333333333333333,415
reputation = 0,4,4,12,0.0,70,0.2857142857142857,485
reputation = 0,4,4,13,0.0,35,0.25,520
reputation = 0,4,4,14,0.0,35,0.2222222222222222,555
reputation = 0,4,4,15,,35,0.2222222222222222,590
reputation = 0,4,4,16,0.0,35,0.2,625
reputation = 0,4,4,17,,35,0.2,660
reputation = 0,4,4,18,0.0,35,0.18181818181818182,695
reputation = 0,4,4,19,,35,0.18181818181818182,730
reputation = 0,4,4,20,0.0,35,0.16666666666666666,765
reputation = 0,4,4,21,0.0,35,0.15384615384615385,800
reputation = 0,4,4,22,,35,0.15384615384615385,835
reputation = 0,4,4,23,0.0,35,0.14285714285714285,870
reputation = 0,4,4,24,,35,0.14285714285714285,905
reputation = 0,4,4,25,0.0,35,0.13333333333333333,940
reputation = 0,4,4,26,,35,0.13333333333333333,975
reputation = 0,4,4,27,0.0,35,0.125,1010
reputation = 0,4,4,28,,35,0.125,1045
reputation = 0,4,4,29,,35,0.125,1080
reputation = 0,4,4,30,0.0,35,0.11764705882352941,1115
reputation = 0,4,5,1,,35,,35
reputation = 0,4,5,2,1.0,0,1.0,35
reputation = 0,4,5,3,0.0,70,0.5,105
reputation = 0,4,5,4,0.0,70,0.3333333333333333,175
reputation = 0,4,5,5,0.0,35,0.25,210
reputation = 0,4,5,6,0.0,70,0.2,280
reputation = 0,4,5,7,0.0,35,0.16666666666666666,315
reputation = 0,4,5,8,,35,0.16666666666666666,350
reputation = 0,4,5,9,0.0,35,0.14285714285714285,385
reputation = 0,4,5,10,1.0,50,0.25,435
reputation = 0,4,5,11,0.0,35,0.2222222222222222,470
reputation = 0,4,5,12,0.0,70,0.2,540
reputation = 0,4,5,13,,35,0.2,575
reputation = 0,4,5,14,0.0,35,0.18181818181818182,610
reputation = 0,4,5,15,0.0,70,0.16666666666666666,680
reputation = 0,4,5,16,0.0,35,0.15384615384615385,715
reputation = 0,4,5,17,,35,0.15384615384615385,750
reputation = 0,4,5,18,0.0,35,0.14285714285714285,785
reputation = 0,4,5,19,,35,0.14285714285714285,820
reputation = 0,4,5,20,0.0,35,0.13333333333333333,855
reputation = 0,4,5,21,0.0,35,0.125,890
reputation = 0,4,5,22,,35,0.125,925
reputation = 0,4,5,23,1.0,0,0.17647058823529413,925
reputation = 0,4,5,24,0.0,35,0.16666666666666666,960
reputation = 0,4,5,25,0.0,35,0.15789473684210525,995
reputation = 0,4,5,26,,35,0.15789473684210525,1030
reputation = 0,4,5,27,0.0,35,0.15,1065
reputation = 0,4,5,28,,35,0.15,1100
reputation = 0,4,5,29,0.0,70,0.14285714285714285,1170
reputation = 0,4,5,30,,35,0.14285714285714285,1205
reputation = 0,4,6,1,,35,,35
reputation = 0,4,6,2,1.0,0,1.0,35
reputation = 0,4,6,3,,35,1.0,70
reputation = 0,4,6,4,,35,1.0,105
reputation = 0,4,6,5,1.0,0,1.0,105
reputation = 0,4,6,6,0.0,35,0.6666666666666666,140
reputation = 0,4,6,7,0.0,35,0.5,175
reputation = 0,4,6,8,,35,0.5,210
reputation = 0,4,6,9,1.0,50,0.6,260
reputation = 0,4,6,10,1.0,50,0.6666666666666666,310
reputation = 0,4,6,11,0.0,35,0.5714285714285714,345
reputation = 0,4,6,12,,35,0.5714285714285714,380
reputation = 0,4,6,13,,35,0.5714285714285714,415
reputation = 0,4,6,14,0.0,35,0.5,450
reputation = 0,4,6,15,,35,0.5,485
reputation = 0,4,6,16,0.0,35,0.4444444444444444,520
reputation = 0,4,6,17,,35,0.4444444444444444,555
reputation = 0,4,6,18,0.0,35,0.4,590
reputation = 0,4,6,19,0.0,70,0.36363636363636365,660
reputation = 0,4,6,20,1.0,0,0.4166666666666667,660
reputation = 0,4,6,21,0.0,35,0.38461538461538464,695
reputation = 0,4,6,22,,35,0.38461538461538464,730
reputation = 0,4,6,23,1.0,0,0.42857142857142855,730
reputation = 0,4,6,24,0.0,35,0.4,765
reputation = 0,4,6,25,0.0,35,0.375,800
reputation = 0,4,6,26,0.0,70,0.35294117647058826,870
reputation = 0,4,6,27,,35,0.35294117647058826,905
reputation = 0,4,6,28,,35,0.35294117647058826,940
reputation = 0,4,6,29,1.0,0,0.3888888888888889,940
reputation = 0,4,6,30,,35,0.3888888888888889,975
reputation = 0,4,7,1,0.0,35,0.0,35
reputation = 0,4,7,2,0.0,35,0.0,70
reputation = 0,4,7,3,0.0,70,0.0,140
reputation = 0,4,7,4,,35,0.0,175
reputation = 0,4,7,5,,35,0.0,210
reputation = 0,4,7,6,1.0,50,0.25,260
reputation = 0,4,7,7,0.0,35,0.2,295
reputation = 0,4,7,8,,35,0.2,330
reputation = 0,4,7,9,0.0,35,0.16666666666666666,365
reputation = 0,4,7,10,,35,0.16666666666666666,400
reputation = 0,4,7,11,1.0,50,0.2857142857142857,450
reputation = 0,4,7,12,,35,0.2857142857142857,485
reputation = 0,4,7,13,,35,0.2857142857142857,520
reputation = 0,4,7,14,1.0,0,0.375,520
reputation = 0,4,7,15,,35,0.375,555
reputation = 0,4,7,16,,35,0.375,590
reputation = 0,4,7,17,,35,0.375,625
reputation = 0,4,7,18,0.0,35,0.3333333333333333,660
reputation = 0,4,7,19,,35,0.3333333333333333,695
reputation = 0,4,7,20,0.0,35,0.3,730
reputation = 0,4,7,21,0.0,35,0.2727272727272727,765
reputation = 0,4,7,22,0.0,35,0.25,800
reputation = 0,4,7,23,0.0,35,0.23076923076923078,835
reputation = 0,4,7,24,0.0,35,0.21428571428571427,870
reputation = 0,4,7,25,0.0,35,0.2,905
reputation = 0,4,7,26,,35,0.2,940
reputation = 0,4,7,27,,35,0.2,975
reputation = 0,4,7,28,,35,0.2,1010
reputation = 0,4,7,29,0.0,35,0.1875,1045
reputation = 0,4,7,30,,35,0.1875,1080
reputation = 0,4,8,1,0.0,35,0.0,35
reputation = 0,4,8,2,,35,0.0,70
reputation = 0,4,8,3,0.0,70,0.0,140
reputation = 0,4,8,4,,35,0.0,175
reputation = 0,4,8,5,,35,0.0,210
reputation = 0,4,8,6,1.0,0,0.3333333333333333,210
reputation = 0,4,8,7,0.0,35,0.25,245
reputation = 0,4,8,8,0.0,35,0.2,280
reputation = 0,4,8,9,0.0,35,0.16666666666666666,315
reputation = 0,4,8,10,0.0,70,0.14285714285714285,385
reputation = 0,4,8,11,0.0,35,0.125,420
reputation = 0,4,8,12,,35,0.125,455
reputation = 0,4,8,13,,35,0.125,490
reputation = 0,4,8,14,0.0,35,0.1111111111111111,525
reputation = 0,4,8,15,,35,0.1111111111111111,560
reputation = 0,4,8,16,,35,0.1111111111111111,595
reputation = 0,4,8,17,0.0,35,0.1,630
reputation = 0,4,8,18,0.0,35,0.09090909090909091,665
reputation = 0,4,8,19,0.0,70,0.08333333333333333,735
reputation = 0,4,8,20,0.0,35,0.07692307692307693,770
reputation = 0,4,8,21,,35,0.07692307692307693,805
reputation = 0,4,8,22,0.0,35,0.07142857142857142,840
reputation = 0,4,8,23,0.0,35,0.06666666666666667,875
reputation = 0,4,8,24,0.0,35,0.0625,910
reputation = 0,4,8,25,0.0,35,0.058823529411764705,945
reputation = 0,4,8,26,,35,0.058823529411764705,980
reputation = 0,4,8,27,,35,0.058823529411764705,1015
reputation = 0,4,8,28,,35,0.058823529411764705,1050
reputation = 0,4,8,29,1.0,50,0.1111111111111111,1100
reputation = 0,4,8,30,,35,0.1111111111111111,1135
reputation = 0,4,9,1,0.0,70,0.0,70
reputation = 0,4,9,2,0.0,35,0.0,105
reputation = 0,4,9,3,0.0,35,0.0,140
reputation = 0,4,9,4,0.0,35,0.0,175
reputation = 0,4,9,5,1.0,50,0.2,225
reputation = 0,4,9,6,,35,0.2,260
reputation = 0,4,9,7,,35,0.2,295
reputation = 0,4,9,8,,35,0.2,330
reputation = 0,4,9,9,0.0,35,0.16666666666666666,365
reputation = 0,4,9,10,0.0,35,0.14285714285714285,400
reputation = 0,4,9,11,,35,0.14285714285714285,435
reputation = 0,4,9,12,0.0,35,0.125,470
reputation = 0,4,9,13,0.0,35,0.1111111111111111,505
reputation = 0,4,9,14,,35,0.1111111111111111,540
reputation = 0,4,9,15,0.0,35,0.1,575
reputation = 0,4,9,16,0.0,35,0.09090909090909091,610
reputation = 0,4,9,17,0.0,70,0.08333333333333333,680
reputation = 0,4,9,18,0.0,70,0.07692307692307693,750
reputation = 0,4,9,19,0.0,35,0.07142857142857142,785
reputation = 0,4,9,20,,35,0.07142857142857142,820
reputation = 0,4,9,21,0.0,35,0.06666666666666667,855
reputation = 0,4,9,22,,35,0.06666666666666667,890
reputation = 0,4,9,23,,35,0.06666666666666667,925
reputation = 0,4,9,24,,35,0.06666666666666667,960
reputation = 0,4,9,25,,35,0.06666666666666667,995
reputation = 0,4,9,26,0.0,35,0.0625,1030
reputation = 0,4,9,27,0.0,35,0.058823529411764705,1065
reputation = 0,4,9,28,,35,0.058823529411764705,1100
reputation = 0,4,9,29,,35,0.058823529411764705,1135
reputation = 0,4,9,30,0.0,35,0.05555555555555555,1170
reputation = 0,4,10,1,1.0,50,1.0,50
reputation = 0,4,10,2,,35,1.0,85
reputation = 0,4,10,3,0.0,35,0.5,120
reputation = 0,4,10,4,0.0,35,0.3333333333333333,155
reputation = 0,4,10,5,0.0,35,0.25,190
reputation = 0,4,10,6,,35,0.25,225
reputation = 0,4,10,7,,35,0.25,260
reputation = 0,4,10,8,,35,0.25,295
reputation = 0,4,10,9,,35,0.25,330
reputation = 0,4,10,10,0.0,35,0.2,365
reputation = 0,4,10,11,,35,0.2,400
reputation = 0,4,10,12,0.0,35,0.16666666666666666,435
reputation = 0,4,10,13,0.0,35,0.14285714285714285,470
reputation = 0,4,10,14,,35,0.14285714285714285,505
reputation = 0,4,10,15,0.0,35,0.125,540
reputation = 0,4,10,16,0.0,35,0.1111111111111111,575
reputation = 0,4,10,17,0.0,35,0.1,610
reputation = 0,4,10,18,,35,0.1,645
reputation = 0,4,10,19,1.0,0,0.18181818181818182,645
reputation = 0,4,10,20,,35,0.18181818181818182,680
reputation = 0,4,10,21,0.0,35,0.16666666666666666,715
reputation = 0,4,10,22,,35,0.16666666666666666,750
reputation = 0,4,10,23,,35,0.16666666666666666,785
reputation = 0,4,10,24,,35,0.16666666666666666,820
reputation = 0,4,10,25,,35,0.16666666666666666,855
reputation = 0,4,10,26,0.0,35,0.15384615384615385,890
reputation = 0,4,10,27,0.0,35,0.14285714285714285,925
reputation = 0,4,10,28,0.0,35,0.13333333333333333,960
reputation = 0,4,10,29,,35,0.13333333333333333,995
reputation = 0,4,10,30,0.0,35,0.125,1030
reputation = 0,4,11,1,1.0,0,1.0,0
reputation = 0,4,11,2,,35,1.0,35
reputation = 0,4,11,3,1.0,0,1.0,35
reputation = 0,4,11,4,0.0,35,0.6666666666666666,70
reputation = 0,4,11,5,0.0,35,0.5,105
reputation = 0,4,11,6,,35,0.5,140
reputation = 0,4,11,7,,35,0.5,175
reputation = 0,4,11,8,0.0,35,0.4,210
reputation = 0,4,11,9,,35,0.4,245
reputation = 0,4,11,10,0.0,35,0.3333333333333333,280
reputation = 0,4,11,11,,35,0.3333333333333333,315
reputation = 0,4,11,12,0.0,35,0.2857142857142857,350
reputation = 0,4,11,13,0.0,35,0.25,385
reputation = 0,4,11,14,0.0,70,0.2222222222222222,455
reputation = 0,4,11,15,1.0,0,0.3,455
reputation = 0,4,11,16,,35,0.3,490
reputation = 0,4,11,17,1.0,0,0.36363636363636365,490
reputation = 0,4,11,18,,35,0.36363636363636365,525
reputation = 0,4,11,19,0.0,35,0.3333333333333333,560
reputation = 0,4,11,20,0.0,70,0.3076923076923077,630
reputation = 0,4,11,21,,35,0.3076923076923077,665
reputation = 0,4,11,22,,35,0.3076923076923077,700
reputation = 0,4,11,23,,35,0.3076923076923077,735
reputation = 0,4,11,24,,35,0.3076923076923077,770
reputation = 0,4,11,25,,35,0.3076923076923077,805
reputation = 0,4,11,26,1.0,0,0.35714285714285715,805
reputation = 0,4,11,27,0.0,35,0.3333333333333333,840
reputation = 0,4,11,28,0.0,35,0.3125,875
reputation = 0,4,11,29,,35,0.3125,910
reputation = 0,4,11,30,0.0,35,0.29411764705882354,945
reputation = 0,4,12,1,1.0,50,1.0,50
reputation = 0,4,12,2,1.0,50,1.0,100
reputation = 0,4,12,3,0.0,35,0.6666666666666666,135
reputation = 0,4,12,4,1.0,0,0.75,135
reputation = 0,4,12,5,,35,0.75,170
reputation = 0,4,12,6,,35,0.75,205
reputation = 0,4,12,7,,35,0.75,240
reputation = 0,4,12,8,0.0,35,0.6,275
reputation = 0,4,12,9,,35,0.6,310
reputation = 0,4,12,10,0.0,70,0.5,380
reputation = 0,4,12,11,0.0,70,0.42857142857142855,450
reputation = 0,4,12,12,0.0,35,0.375,485
reputation = 0,4,12,13,0.0,35,0.3333333333333333,520
reputation = 0,4,12,14,,35,0.3333333333333333,555
reputation = 0,4,12,15,0.0,35,0.3,590
reputation = 0,4,12,16,,35,0.3,625
reputation = 0,4,12,17,0.0,35,0.2727272727272727,660
reputation = 0,4,12,18,,35,0.2727272727272727,695
reputation = 0,4,12,19,1.0,0,0.3333333333333333,695
reputation = 0,4,12,20,,35,0.3333333333333333,730
reputation = 0,4,12,21,,35,0.3333333333333333,765
reputation = 0,4,12,22,0.0,35,0.3076923076923077,800
reputation = 0,4,12,23,0.0,70,0.2857142857142857,870
reputation = 0,4,12,24,,35,0.2857142857142857,905
reputation = 0,4,12,25,0.0,70,0.26666666666666666,975
reputation = 0,4,12,26,0.0,35,0.25,1010
reputation = 0,4,12,27,0.0,35,0.23529411764705882,1045
reputation = 0,4,12,28,0.0,35,0.2222222222222222,1080
reputation = 0,4,12,29,0.0,35,0.21052631578947367,1115
reputation = 0,4,12,30,0.0,35,0.2,1150
reputation = 0,4,13,1,1.0,0,1.0,0
reputation = 0,4,13,2,,35,1.0,35
reputation = 0,4,13,3,1.0,0,1.0,35
reputation = 0,4,13,4,0.0,35,0.6666666666666666,70
reputation = 0,4,13,5,,35,0.6666666666666666,105
reputation = 0,4,13,6,0.0,35,0.5,140
reputation = 0,4,13,7,,35,0.5,175
reputation = 0,4,13,8,0.0,35,0.4,210
reputation = 0,4,13,9,1.0,50,0.5,260
reputation = 0,4,13,10,,35,0.5,295
reputation = 0,4,13,11,1.0,0,0.5714285714285714,295
reputation = 0,4,13,12,0.0,35,0.5,330
reputation = 0,4,13,13,0.0,35,0.4444444444444444,365
reputation = 0,4,13,14,,35,0.4444444444444444,400
reputation = 0,4,13,15,1.0,0,0.5,400
reputation = 0,4,13,16,,35,0.5,435
reputation = 0,4,13,17,0.0,35,0.45454545454545453,470
reputation = 0,4,13,18,,35,0.45454545454545453,505
reputation = 0,4,13,19,0.0,35,0.4166666666666667,540
reputation = 0,4,13,20,,35,0.4166666666666667,575
reputation = 0,4,13,21,,35,0.4166666666666667,610
reputation = 0,4,13,22,0.0,35,0.38461538461538464,645
reputation = 0,4,13,23,0.0,70,0.35714285714285715,715
reputation = 0,4,13,24,,35,0.35714285714285715,750
reputation = 0,4,13,25,,35,0.35714285714285715,785
reputation = 0,4,13,26,0.0,35,0.3333333333333333,820
reputation = 0,4,13,27,,35,0.3333333333333333,855
reputation = 0,4,13,28,0.0,35,0.3125,890
reputation = 0,4,13,29,0.0,35,0.29411764705882354,925
reputation = 0,4,13,30,,35,0.29411764705882354,960
reputation = 0,4,14,1,1.0,0,1.0,0
reputation = 0,4,14,2,,35,1.0,35
reputation = 0,4,14,3,1.0,0,1.0,35
reputation = 0,4,14,4,0.0,35,0.6666666666666666,70
reputation = 0,4,14,5,1.0,50,0.75,120
reputation = 0,4,14,6,0.0,35,0.6,155
reputation = 0,4,14,7,1.0,50,0.6666666666666666,205
reputation = 0,4,14,8,0.0,35,0.5714285714285714,240
reputation = 0,4,14,9,,35,0.5714285714285714,275
reputation = 0,4,14,10,,35,0.5714285714285714,310
reputation = 0,4,14,11,1.0,0,0.625,310
reputation = 0,4,14,12,,35,0.625,345
reputation = 0,4,14,13,,35,0.625,380
reputation = 0,4,14,14,0.0,70,0.5555555555555556,450
reputation = 0,4,14,15,0.0,35,0.5,485
reputation = 0,4,14,16,,35,0.5,520
reputation = 0,4,14,17,0.0,35,0.45454545454545453,555
reputation = 0,4,14,18,,35,0.45454545454545453,590
reputation = 0,4,14,19,0.0,35,0.4166666666666667,625
reputation = 0,4,14,20,0.0,70,0.38461538461538464,695
reputation = 0,4,14,21,,35,0.38461538461538464,730
reputation = 0,4,14,22,0.0,35,0.35714285714285715,765
reputation = 0,4,14,23,,35,0.35714285714285715,800
reputation = 0,4,14,24,0.0,35,0.3333333333333333,835
reputation = 0,4,14,25,0.0,35,0.3125,870
reputation = 0,4,14,26,0.0,35,0.29411764705882354,905
reputation = 0,4,14,27,,35,0.29411764705882354,940
reputation = 0,4,14,28,0.0,35,0.2777777777777778,975
reputation = 0,4,14,29,0.0,35,0.2631578947368421,1010
reputation = 0,4,14,30,,35,0.2631578947368421,1045
reputation = 0,4,15,1,0.0,35,0.0,35
reputation = 0,4,15,2,0.0,70,0.0,105
reputation = 0,4,15,3,1.0,0,0.3333333333333333,105
reputation = 0,4,15,4,0.0,35,0.25,140
reputation = 0,4,15,5,,35,0.25,175
reputation = 0,4,15,6,0.0,35,0.2,210
reputation = 0,4,15,7,0.0,35,0.16666666666666666,245
reputation = 0,4,15,8,1.0,50,0.2857142857142857,295
reputation = 0,4,15,9,1.0,50,0.375,345
reputation = 0,4,15,10,,35,0.375,380
reputation = 0,4,15,11,0.0,35,0.3333333333333333,415
reputation = 0,4,15,12,,35,0.3333333333333333,450
reputation = 0,4,15,13,,35,0.3333333333333333,485
reputation = 0,4,15,14,1.0,0,0.4,485
reputation = 0,4,15,15,0.0,35,0.36363636363636365,520
reputation = 0,4,15,16,,35,0.36363636363636365,555
reputation = 0,4,15,17,0.0,35,0.3333333333333333,590
reputation = 0,4,15,18,,35,0.3333333333333333,625
reputation = 0,4,15,19,,35,0.3333333333333333,660
reputation = 0,4,15,20,,35,0.3333333333333333,695
reputation = 0,4,15,21,,35,0.3333333333333333,730
reputation = 0,4,15,22,0.0,35,0.3076923076923077,765
reputation = 0,4,15,23,,35,0.3076923076923077,800
reputation = 0,4,15,24,0.0,35,0.2857142857142857,835
reputation = 0,4,15,25,0.0,35,0.26666666666666666,870
reputation = 0,4,15,26,,35,0.26666666666666666,905
reputation = 0,4,15,27,,35,0.26666666666666666,940
reputation = 0,4,15,28,0.0,35,0.25,975
reputation = 0,4,15,29,0.0,35,0.23529411764705882,1010
reputation = 0,4,15,30,,35,0.23529411764705882,1045
reputation = 0,4,16,1,0.0,35,0.0,35
reputation = 0,4,16,2,0.0,70,0.0,105
reputation = 0,4,16,3,0.0,70,0.0,175
reputation = 0,4,16,4,0.0,70,0.0,245
reputation = 0,4,16,5,0.0,70,0.0,315
reputation = 0,4,16,6,0.0,35,0.0,350
reputation = 0,4,16,7,1.0,50,0.14285714285714285,400
reputation = 0,4,16,8,0.0,35,0.125,435
reputation = 0,4,16,9,,35,0.125,470
reputation = 0,4,16,10,,35,0.125,505
reputation = 0,4,16,11,0.0,35,0.1111111111111111,540
reputation = 0,4,16,12,,35,0.1111111111111111,575
reputation = 0,4,16,13,,35,0.1111111111111111,610
reputation = 0,4,16,14,0.0,35,0.1,645
reputation = 0,4,16,15,0.0,35,0.09090909090909091,680
reputation = 0,4,16,16,,35,0.09090909090909091,715
reputation = 0,4,16,17,0.0,35,0.08333333333333333,750
reputation = 0,4,16,18,0.0,35,0.07692307692307693,785
reputation = 0,4,16,19,,35,0.07692307692307693,820
reputation = 0,4,16,20,,35,0.07692307692307693,855
reputation = 0,4,16,21,,35,0.07692307692307693,890
reputation = 0,4,16,22,0.0,35,0.07142857142857142,925
reputation = 0,4,16,23,0.0,35,0.06666666666666667,960
reputation = 0,4,16,24,0.0,35,0.0625,995
reputation = 0,4,16,25,1.0,0,0.11764705882352941,995
reputation = 0,4,16,26,,35,0.11764705882352941,1030
reputation = 0,4,16,27,,35,0.11764705882352941,1065
reputation = 0,4,16,28,0.0,35,0.1111111111111111,1100
reputation = 0,4,16,29,0.0,35,0.10526315789473684,1135
reputation = 0,4,16,30,,35,0.10526315789473684,1170
reputation = 0,8,1,1,1.0,50,1.0,50
reputation = 0,8,1,2,1.0,50,1.0,100
reputation = 0,8,1,3,1.0,50,1.0,150
reputation = 0,8,1,4,,35,1.0,185
reputation = 0,8,1,5,1.0,50,1.0,235
reputation = 0,8,1,6,0.0,70,0.8,305
reputation = 0,8,1,7,1.0,0,0.8333333333333334,305
reputation = 0,8,1,8,,35,0.8333333333333334,340
reputation = 0,8,1,9,1.0,50,0.8571428571428571,390
reputation = 0,8,1,10,,35,0.8571428571428571,425
reputation = 0,8,1,11,1.0,50,0.875,475
reputation = 0,8,1,12,0.0,70,0.7777777777777778,545
reputation = 0,8,1,13,1.0,50,0.8,595
reputation = 0,8,1,14,0.0,70,0.7272727272727273,665
reputation = 0,8,1,15,1.0,0,0.75,665
reputation = 0,8,1,16,0.0,70,0.6923076923076923,735
reputation = 0,8,1,17,1.0,0,0.7142857142857143,735
reputation = 0,8,1,18,,35,0.7142857142857143,770
reputation = 0,8,1,19,0.0,35,0.6666666666666666,805
reputation = 0,8,1,20,,35,0.6666666666666666,840
reputation = 0,8,1,21,0.0,35,0.625,875
reputation = 0,8,1,22,,35,0.625,910
reputation = 0,8,1,23,0.0,35,0.5882352941176471,945
reputation = 0,8,1,24,,35,0.5882352941176471,980
reputation = 0,8,1,25,0.0,35,0.5555555555555556,1015
reputation = 0,8,1,26,,35,0.5555555555555556,1050
reputation = 0,8,1,27,0.0,35,0.5263157894736842,1085
reputation = 0,8,1,28,,35,0.5263157894736842,1120
reputation = 0,8,1,29,0.0,35,0.5,1155
reputation = 0,8,1,30,,35,0.5,1190
reputation = 0,8,2,1,1.0,50,1.0,50
reputation = 0,8,2,2,,35,1.0,85
reputation = 0,8,2,3,1.0,50,1.0,135
reputation = 0,8,2,4,1.0,50,1.0,185
reputation = 0,8,2,5,0.0,70,0.75,255
reputation = 0,8,2,6,0.0,35,0.6,290
reputation = 0,8,2,7,1.0,0,0.6666666666666666,290
reputation = 0,8,2,8,0.0,35,0.5714285714285714,325
reputation = 0,8,2,9,1.0,50,0.625,375
reputation = 0,8,2,10,,35,0.625,410
reputation = 0,8,2,11,0.0,35,0.5555555555555556,445
reputation = 0,8,2,12,0.0,70,0.5,515
reputation = 0,8,2,13,0.0,70,0.45454545454545453,585
reputation = 0,8,2,14,0.0,35,0.4166666666666667,620
reputation = 0,8,2,15,0.0,35,0.38461538461538464,655
reputation = 0,8,2,16,0.0,70,0.35714285714285715,725
reputation = 0,8,2,17,0.0,35,0.3333333333333333,760
reputation = 0,8,2,18,0.0,35,0.3125,795
reputation = 0,8,2,19,1.0,50,0.35294117647058826,845
reputation = 0,8,2,20,,35,0.35294117647058826,880
reputation = 0,8,2,21,,35,0.35294117647058826,915
reputation = 0,8,2,22,1.0,0,0.3888888888888889,915
reputation = 0,8,2,23,0.0,70,0.3684210526315789,985
reputation = 0,8,2,24,0.0,35,0.35,1020
reputation = 0,8,2,25,0.0,35,0.3333333333333333,1055
reputation = 0,8,2,26,1.0,50,0.36363636363636365,1105
reputation = 0,8,2,27,0.0,70,0.34782608695652173,1175
reputation = 0,8,2,28,1.0,50,0.375,1225
reputation = 0,8,2,29,0.0,35,0.36,1260
reputation = 0,8,2,30,,35,0.36,1295
reputation = 0,8,3,1,1.0,50,1.0,50
reputation = 0,8,3,2,1.0,50,1.0,100
reputation = 0,8,3,3,1.0,50,1.0,150
reputation = 0,8,3,4,1.0,50,1.0,200
reputation = 0,8,3,5,,35,1.0,235
reputation = 0,8,3,6,1.0,0,1.0,235
reputation = 0,8,3,7,0.0,70,0.8333333333333334,305
reputation = 0,8,3,8,1.0,0,0.8571428571428571,305
reputation = 0,8,3,9,,35,0.8571428571428571,340
reputation = 0,8,3,10,,35,0.8571428571428571,375
reputation = 0,8,3,11,0.0,35,0.75,410
reputation = 0,8,3,12,1.0,50,0.7777777777777778,460
reputation = 0,8,3,13,1.0,50,0.8,510
reputation = 0,8,3,14,1.0,0,0.8181818181818182,510
