reputation,group,player,round,action,avg_action,wealth
reputation = 1,2,39,18,0,0.16666666666666666,
reputation = 1,2,39,19,0,0.15789473684210525,
reputation = 1,2,39,20,0,0.15,
reputation = 1,2,39,21,0,0.14285714285714285,
reputation = 1,2,39,22,0,0.13636363636363635,
reputation = 1,2,39,23,0,0.13043478260869565,
reputation = 1,2,39,24,0,0.125,
reputation = 1,2,39,25,0,0.12,2257.0
reputation = 1,2,40,1,1,1.0,
reputation = 1,2,40,2,1,1.0,
reputation = 1,2,40,3,1,1.0,
reputation = 1,2,40,4,1,1.0,
reputation = 1,2,40,5,1,1.0,
reputation = 1,2,40,6,1,1.0,
reputation = 1,2,40,7,1,1.0,
reputation = 1,2,40,8,1,1.0,
reputation = 1,2,40,9,1,1.0,
reputation = 1,2,40,10,1,1.0,
reputation = 1,2,40,11,1,1.0,
reputation = 1,2,40,12,1,1.0,
reputation = 1,2,40,13,1,1.0,
reputation = 1,2,40,14,1,1.0,
reputation = 1,2,40,15,1,1.0,
reputation = 1,2,40,16,1,1.0,
reputation = 1,2,40,17,1,1.0,
reputation = 1,2,40,18,1,1.0,
reputation = 1,2,40,19,1,1.0,
reputation = 1,2,40,20,1,1.0,
reputation = 1,2,40,21,1,1.0,
reputation = 1,2,40,22,1,1.0,
reputation = 1,2,40,23,1,1.0,
reputation = 1,2,40,24,1,1.0,
reputation = 1,2,40,25,1,1.0,2170.0
reputation = 1,2,41,1,1,1.0,
reputation = 1,2,41,2,1,1.0,
reputation = 1,2,41,3,0,0.6666666666666666,
reputation = 1,2,41,4,0,0.5,
reputation = 1,2,41,5,0,0.4,
reputation = 1,2,41,6,1,0.5,
reputation = 1,2,41,7,1,0.5714285714285714,
reputation = 1,2,41,8,0,0.5,
reputation = 1,2,41,9,1,0.5555555555555556,
reputation = 1,2,41,10,0,0.5,
reputation = 1,2,41,11,0,0.45454545454545453,
reputation = 1,2,41,12,0,0.4166666666666667,
reputation = 1,2,41,13,0,0.38461538461538464,
reputation = 1,2,41,14,0,0.35714285714285715,
reputation = 1,2,41,15,0,0.3333333333333333,
reputation = 1,2,41,16,0,0.3125,
reputation = 1,2,41,17,1,0.35294117647058826,
reputation = 1,2,41,18,1,0.3888888888888889,
reputation = 1,2,41,19,1,0.42105263157894735,
reputation = 1,2,41,20,1,0.45,
reputation = 1,2,41,21,1,0.47619047619047616,
reputation = 1,2,41,22,1,0.5,
reputation = 1,2,41,23,1,0.5217391304347826,
reputation = 1,2,41,24,1,0.5416666666666666,
reputation = 1,2,41,25,1,0.56,1309.0
reputation = 1,2,42,1,0,0.0,
reputation = 1,2,42,2,1,0.5,
reputation = 1,2,42,3,1,0.6666666666666666,
reputation = 1,2,42,4,1,0.75,
reputation = 1,2,42,5,0,0.6,
reputation = 1,2,42,6,1,0.6666666666666666,
reputation = 1,2,42,7,1,0.7142857142857143,
reputation = 1,2,42,8,1,0.75,
reputation = 1,2,42,9,1,0.7777777777777778,
reputation = 1,2,42,10,1,0.8,
reputation = 1,2,42,11,1,0.8181818181818182,
reputation = 1,2,42,12,1,0.8333333333333334,
reputation = 1,2,42,13,1,0.8461538461538461,
reputation = 1,2,42,14,1,0.8571428571428571,
reputation = 1,2,42,15,1,0.8666666666666667,
reputation = 1,2,42,16,1,0.875,
reputation = 1,2,42,17,1,0.8823529411764706,
reputation = 1,2,42,18,1,0.8888888888888888,
reputation = 1,2,42,19,1,0.8947368421052632,
reputation = 1,2,42,20,1,0.9,
reputation = 1,2,42,21,0,0.8571428571428571,
reputation = 1,2,42,22,0,0.8181818181818182,
reputation = 1,2,42,23,0,0.782608695652174,
reputation = 1,2,42,24,1,0.7916666666666666,
reputation = 1,2,42,25,0,0.76,3071.0
reputation = 1,2,43,1,0,0.0,
reputation = 1,2,43,2,0,0.0,
reputation = 1,2,43,3,1,0.3333333333333333,
reputation = 1,2,43,4,1,0.5,
reputation = 1,2,43,5,1,0.6,
reputation = 1,2,43,6,1,0.6666666666666666,
reputation = 1,2,43,7,0,0.5714285714285714,
reputation = 1,2,43,8,1,0.625,
reputation = 1,2,43,9,1,0.6666666666666666,
reputation = 1,2,43,10,0,0.6,
reputation = 1,2,43,11,0,0.5454545454545454,
reputation = 1,2,43,12,1,0.5833333333333334,
reputation = 1,2,43,13,1,0.6153846153846154,
reputation = 1,2,43,14,1,0.6428571428571429,
reputation = 1,2,43,15,0,0.6,
reputation = 1,2,43,16,0,0.5625,
reputation = 1,2,43,17,1,0.5882352941176471,
reputation = 1,2,43,18,0,0.5555555555555556,
reputation = 1,2,43,19,1,0.5789473684210527,
reputation = 1,2,43,20,1,0.6,
reputation = 1,2,43,21,1,0.6190476190476191,
reputation = 1,2,43,22,1,0.6363636363636364,
reputation = 1,2,43,23,1,0.6521739130434783,
reputation = 1,2,43,24,1,0.6666666666666666,
reputation = 1,2,43,25,1,0.68,748.0
reputation = 1,2,44,1,0,0.0,
reputation = 1,2,44,2,0,0.0,
reputation = 1,2,44,3,1,0.3333333333333333,
reputation = 1,2,44,4,0,0.25,
reputation = 1,2,44,5,1,0.4,
reputation = 1,2,44,6,0,0.3333333333333333,
reputation = 1,2,44,7,1,0.42857142857142855,
reputation = 1,2,44,8,0,0.375,
reputation = 1,2,44,9,1,0.4444444444444444,
reputation = 1,2,44,10,0,0.4,
reputation = 1,2,44,11,1,0.45454545454545453,
reputation = 1,2,44,12,0,0.4166666666666667,
reputation = 1,2,44,13,0,0.38461538461538464,
reputation = 1,2,44,14,1,0.42857142857142855,
reputation = 1,2,44,15,0,0.4,
reputation = 1,2,44,16,1,0.4375,
reputation = 1,2,44,17,0,0.4117647058823529,
reputation = 1,2,44,18,0,0.3888888888888889,
reputation = 1,2,44,19,1,0.42105263157894735,
reputation = 1,2,44,20,0,0.4,
reputation = 1,2,44,21,1,0.42857142857142855,
reputation = 1,2,44,22,0,0.4090909090909091,
reputation = 1,2,44,23,0,0.391304347826087,
reputation = 1,2,44,24,0,0.375,
reputation = 1,2,44,25,0,0.36,2061.0
reputation = 1,2,45,1,0,0.0,
reputation = 1,2,45,2,0,0.0,
reputation = 1,2,45,3,1,0.3333333333333333,
reputation = 1,2,45,4,1,0.5,
reputation = 1,2,45,5,1,0.6,
reputation = 1,2,45,6,0,0.5,
reputation = 1,2,45,7,1,0.5714285714285714,
reputation = 1,2,45,8,1,0.625,
reputation = 1,2,45,9,1,0.6666666666666666,
reputation = 1,2,45,10,0,0.6,
reputation = 1,2,45,11,1,0.6363636363636364,
reputation = 1,2,45,12,1,0.6666666666666666,
reputation = 1,2,45,13,1,0.6923076923076923,
reputation = 1,2,45,14,0,0.6428571428571429,
reputation = 1,2,45,15,0,0.6,
reputation = 1,2,45,16,1,0.625,
reputation = 1,2,45,17,0,0.5882352941176471,
reputation = 1,2,45,18,1,0.6111111111111112,
reputation = 1,2,45,19,1,0.631578947368421,
reputation = 1,2,45,20,1,0.65,
reputation = 1,2,45,21,0,0.6190476190476191,
reputation = 1,2,45,22,0,0.5909090909090909,
reputation = 1,2,45,23,0,0.5652173913043478,
reputation = 1,2,45,24,1,0.5833333333333334,
reputation = 1,2,45,25,0,0.56,724.0
reputation = 1,2,46,1,1,1.0,
reputation = 1,2,46,2,1,1.0,
reputation = 1,2,46,3,1,1.0,
reputation = 1,2,46,4,1,1.0,
reputation = 1,2,46,5,0,0.8,
reputation = 1,2,46,6,1,0.8333333333333334,
reputation = 1,2,46,7,1,0.8571428571428571,
reputation = 1,2,46,8,0,0.75,
reputation = 1,2,46,9,1,0.7777777777777778,
reputation = 1,2,46,10,1,0.8,
reputation = 1,2,46,11,1,0.8181818181818182,
reputation = 1,2,46,12,1,0.8333333333333334,
reputation = 1,2,46,13,0,0.7692307692307693,
reputation = 1,2,46,14,1,0.7857142857142857,
reputation = 1,2,46,15,1,0.8,
reputation = 1,2,46,16,1,0.8125,
reputation = 1,2,46,17,1,0.8235294117647058,
reputation = 1,2,46,18,0,0.7777777777777778,
reputation = 1,2,46,19,0,0.7368421052631579,
reputation = 1,2,46,20,0,0.7,
reputation = 1,2,46,21,0,0.6666666666666666,
reputation = 1,2,46,22,0,0.6363636363636364,
reputation = 1,2,46,23,0,0.6086956521739131,
reputation = 1,2,46,24,0,0.5833333333333334,
reputation = 1,2,46,25,0,0.56,2113.0
reputation = 1,2,47,1,0,0.0,
reputation = 1,2,47,2,1,0.5,
reputation = 1,2,47,3,0,0.3333333333333333,
reputation = 1,2,47,4,1,0.5,
reputation = 1,2,47,5,0,0.4,
reputation = 1,2,47,6,1,0.5,
reputation = 1,2,47,7,0,0.42857142857142855,
reputation = 1,2,47,8,1,0.5,
reputation = 1,2,47,9,0,0.4444444444444444,
reputation = 1,2,47,10,1,0.5,
reputation = 1,2,47,11,0,0.45454545454545453,
reputation = 1,2,47,12,1,0.5,
reputation = 1,2,47,13,0,0.46153846153846156,
reputation = 1,2,47,14,0,0.42857142857142855,
reputation = 1,2,47,15,1,0.4666666666666667,
reputation = 1,2,47,16,0,0.4375,
reputation = 1,2,47,17,0,0.4117647058823529,
reputation = 1,2,47,18,1,0.4444444444444444,
reputation = 1,2,47,19,1,0.47368421052631576,
reputation = 1,2,47,20,0,0.45,
reputation = 1,2,47,21,0,0.42857142857142855,
reputation = 1,2,47,22,0,0.4090909090909091,
reputation = 1,2,47,23,0,0.391304347826087,
reputation = 1,2,47,24,1,0.4166666666666667,
reputation = 1,2,47,25,0,0.4,1709.0
reputation = 1,2,48,1,1,1.0,
reputation = 1,2,48,2,1,1.0,
reputation = 1,2,48,3,1,1.0,
reputation = 1,2,48,4,1,1.0,
reputation = 1,2,48,5,0,0.8,
reputation = 1,2,48,6,1,0.8333333333333334,
reputation = 1,2,48,7,1,0.8571428571428571,
reputation = 1,2,48,8,1,0.875,
reputation = 1,2,48,9,1,0.8888888888888888,
reputation = 1,2,48,10,0,0.8,
reputation = 1,2,48,11,0,0.7272727272727273,
reputation = 1,2,48,12,1,0.75,
reputation = 1,2,48,13,1,0.7692307692307693,
reputation = 1,2,48,14,1,0.7857142857142857,
reputation = 1,2,48,15,0,0.7333333333333333,
reputation = 1,2,48,16,0,0.6875,
reputation = 1,2,48,17,0,0.6470588235294118,
reputation = 1,2,48,18,0,0.6111111111111112,
reputation = 1,2,48,19,0,0.5789473684210527,
reputation = 1,2,48,20,0,0.55,
reputation = 1,2,48,21,0,0.5238095238095238,
reputation = 1,2,48,22,0,0.5,
reputation = 1,2,48,23,0,0.4782608695652174,
reputation = 1,2,48,24,0,0.4583333333333333,
reputation = 1,2,48,25,0,0.44,2767.0
reputation = 1,2,49,1,0,0.0,
reputation = 1,2,49,2,1,0.5,
reputation = 1,2,49,3,1,0.6666666666666666,
reputation = 1,2,49,4,1,0.75,
reputation = 1,2,49,5,1,0.8,
reputation = 1,2,49,6,0,0.6666666666666666,
reputation = 1,2,49,7,1,0.7142857142857143,
reputation = 1,2,49,8,1,0.75,
reputation = 1,2,49,9,1,0.7777777777777778,
reputation = 1,2,49,10,0,0.7,
reputation = 1,2,49,11,1,0.7272727272727273,
reputation = 1,2,49,12,0,0.6666666666666666,
reputation = 1,2,49,13,1,0.6923076923076923,
reputation = 1,2,49,14,1,0.7142857142857143,
reputation = 1,2,49,15,0,0.6666666666666666,
reputation = 1,2,49,16,1,0.6875,
reputation = 1,2,49,17,1,0.7058823529411765,
reputation = 1,2,49,18,0,0.6666666666666666,
reputation = 1,2,49,19,1,0.6842105263157895,
reputation = 1,2,49,20,1,0.7,
reputation = 1,2,49,21,1,0.7142857142857143,
reputation = 1,2,49,22,0,0.6818181818181818,
reputation = 1,2,49,23,1,0.6956521739130435,
reputation = 1,2,49,24,1,0.7083333333333334,
reputation = 1,2,49,25,0,0.68,2136.0
reputation = 1,3,50,1,0,0.0,
reputation = 1,3,50,2,0,0.0,
reputation = 1,3,50,3,1,0.3333333333333333,
reputation = 1,3,50,4,0,0.25,
reputation = 1,3,50,5,0,0.2,
reputation = 1,3,50,6,0,0.16666666666666666,
reputation = 1,3,50,7,0,0.14285714285714285,
reputation = 1,3,50,8,1,0.25,
reputation = 1,3,50,9,0,0.2222222222222222,
reputation = 1,3,50,10,0,0.2,
reputation = 1,3,50,11,0,0.18181818181818182,
reputation = 1,3,50,12,0,0.16666666666666666,
reputation = 1,3,50,13,0,0.15384615384615385,
reputation = 1,3,50,14,0,0.14285714285714285,
reputation = 1,3,50,15,0,0.13333333333333333,
reputation = 1,3,50,16,0,0.125,
reputation = 1,3,50,17,0,0.11764705882352941,
reputation = 1,3,50,18,0,0.1111111111111111,
reputation = 1,3,50,19,0,0.10526315789473684,
reputation = 1,3,50,20,1,0.15,
reputation = 1,3,50,21,0,0.14285714285714285,
reputation = 1,3,50,22,1,0.18181818181818182,
reputation = 1,3,50,23,0,0.17391304347826086,
reputation = 1,3,50,24,0,0.16666666666666666,
reputation = 1,3,50,25,1,0.2,1038.0
reputation = 1,3,51,1,0,0.0,
reputation = 1,3,51,2,0,0.0,
reputation = 1,3,51,3,0,0.0,
reputation = 1,3,51,4,1,0.25,
reputation = 1,3,51,5,0,0.2,
reputation = 1,3,51,6,0,0.16666666666666666,
reputation = 1,3,51,7,0,0.14285714285714285,
reputation = 1,3,51,8,0,0.125,
reputation = 1,3,51,9,0,0.1111111111111111,
reputation = 1,3,51,10,0,0.1,
reputation = 1,3,51,11,0,0.09090909090909091,
reputation = 1,3,51,12,0,0.08333333333333333,
reputation = 1,3,51,13,0,0.07692307692307693,
reputation = 1,3,51,14,0,0.07142857142857142,
reputation = 1,3,51,15,0,0.06666666666666667,
reputation = 1,3,51,16,0,0.0625,
reputation = 1,3,51,17,0,0.058823529411764705,
reputation = 1,3,51,18,0,0.05555555555555555,
reputation = 1,3,51,19,0,0.05263157894736842,
reputation = 1,3,51,20,0,0.05,
reputation = 1,3,51,21,0,0.047619047619047616,
reputation = 1,3,51,22,0,0.045454545454545456,
reputation = 1,3,51,23,0,0.043478260869565216,
reputation = 1,3,51,24,0,0.041666666666666664,
reputation = 1,3,51,25,0,0.04,1347.0
reputation = 1,3,52,1,1,1.0,
reputation = 1,3,52,2,0,0.5,
reputation = 1,3,52,3,0,0.3333333333333333,
reputation = 1,3,52,4,1,0.5,
reputation = 1,3,52,5,0,0.4,
reputation = 1,3,52,6,1,0.5,
reputation = 1,3,52,7,1,0.5714285714285714,
reputation = 1,3,52,8,0,0.5,
reputation = 1,3,52,9,0,0.4444444444444444,
reputation = 1,3,52,10,1,0.5,
reputation = 1,3,52,11,1,0.5454545454545454,
reputation = 1,3,52,12,1,0.5833333333333334,
reputation = 1,3,52,13,0,0.5384615384615384,
reputation = 1,3,52,14,1,0.5714285714285714,
reputation = 1,3,52,15,0,0.5333333333333333,
reputation = 1,3,52,16,0,0.5,
reputation = 1,3,52,17,1,0.5294117647058824,
reputation = 1,3,52,18,1,0.5555555555555556,
reputation = 1,3,52,19,0,0.5263157894736842,
reputation = 1,3,52,20,1,0.55,
reputation = 1,3,52,21,0,0.5238095238095238,
reputation = 1,3,52,22,0,0.5,
reputation = 1,3,52,23,1,0.5217391304347826,
reputation = 1,3,52,24,0,0.5,
reputation = 1,3,52,25,0,0.48,1595.0
reputation = 1,3,53,1,0,0.0,
reputation = 1,3,53,2,1,0.5,
reputation = 1,3,53,3,0,0.3333333333333333,
reputation = 1,3,53,4,0,0.25,
reputation = 1,3,53,5,0,0.2,
reputation = 1,3,53,6,1,0.3333333333333333,
reputation = 1,3,53,7,0,0.2857142857142857,
reputation = 1,3,53,8,0,0.25,
reputation = 1,3,53,9,0,0.2222222222222222,
reputation = 1,3,53,10,0,0.2,
reputation = 1,3,53,11,0,0.18181818181818182,
reputation = 1,3,53,12,0,0.16666666666666666,
reputation = 1,3,53,13,1,0.23076923076923078,
reputation = 1,3,53,14,0,0.21428571428571427,
reputation = 1,3,53,15,1,0.26666666666666666,
reputation = 1,3,53,16,0,0.25,
reputation = 1,3,53,17,0,0.23529411764705882,
reputation = 1,3,53,18,0,0.2222222222222222,
reputation = 1,3,53,19,0,0.21052631578947367,
reputation = 1,3,53,20,1,0.25,
reputation = 1,3,53,21,0,0.23809523809523808,
reputation = 1,3,53,22,0,0.22727272727272727,
reputation = 1,3,53,23,0,0.21739130434782608,
reputation = 1,3,53,24,0,0.20833333333333334,
reputation = 1,3,53,25,0,0.2,960.0
reputation = 1,3,54,1,1,1.0,
reputation = 1,3,54,2,1,1.0,
reputation = 1,3,54,3,0,0.6666666666666666,
reputation = 1,3,54,4,1,0.75,
reputation = 1,3,54,5,0,0.6,
reputation = 1,3,54,6,1,0.6666666666666666,
reputation = 1,3,54,7,0,0.5714285714285714,
reputation = 1,3,54,8,1,0.625,
reputation = 1,3,54,9,1,0.6666666666666666,
reputation = 1,3,54,10,0,0.6,
reputation = 1,3,54,11,1,0.6363636363636364,
reputation = 1,3,54,12,0,0.5833333333333334,
reputation = 1,3,54,13,1,0.6153846153846154,
reputation = 1,3,54,14,1,0.6428571428571429,
reputation = 1,3,54,15,1,0.6666666666666666,
reputation = 1,3,54,16,1,0.6875,
reputation = 1,3,54,17,1,0.7058823529411765,
reputation = 1,3,54,18,1,0.7222222222222222,
reputation = 1,3,54,19,1,0.7368421052631579,
reputation = 1,3,54,20,0,0.7,
reputation = 1,3,54,21,1,0.7142857142857143,
reputation = 1,3,54,22,0,0.6818181818181818,
reputation = 1,3,54,23,1,0.6956521739130435,
reputation = 1,3,54,24,0,0.6666666666666666,
reputation = 1,3,54,25,1,0.68,428.0
reputation = 1,3,55,1,0,0.0,
reputation = 1,3,55,2,0,0.0,
reputation = 1,3,55,3,1,0.3333333333333333,
reputation = 1,3,55,4,1,0.5,
reputation = 1,3,55,5,1,0.6,
reputation = 1,3,55,6,0,0.5,
reputation = 1,3,55,7,0,0.42857142857142855,
reputation = 1,3,55,8,0,0.375,
reputation = 1,3,55,9,0,0.3333333333333333,
reputation = 1,3,55,10,0,0.3,
reputation = 1,3,55,11,1,0.36363636363636365,
reputation = 1,3,55,12,0,0.3333333333333333,
reputation = 1,3,55,13,0,0.3076923076923077,
reputation = 1,3,55,14,0,0.2857142857142857,
reputation = 1,3,55,15,0,0.26666666666666666,
reputation = 1,3,55,16,0,0.25,
reputation = 1,3,55,17,0,0.23529411764705882,
reputation = 1,3,55,18,0,0.2222222222222222,
reputation = 1,3,55,19,0,0.21052631578947367,
reputation = 1,3,55,20,1,0.25,
reputation = 1,3,55,21,0,0.23809523809523808,
reputation = 1,3,55,22,0,0.22727272727272727,
reputation = 1,3,55,23,0,0.21739130434782608,
reputation = 1,3,55,24,0,0.20833333333333334,
reputation = 1,3,55,25,0,0.2,1439.0
reputation = 1,3,56,1,1,1.0,
reputation = 1,3,56,2,1,1.0,
reputation = 1,3,56,3,1,1.0,
reputation = 1,3,56,4,1,1.0,
reputation = 1,3,56,5,1,1.0,
reputation = 1,3,56,6,0,0.8333333333333334,
reputation = 1,3,56,7,1,0.8571428571428571,
reputation = 1,3,56,8,1,0.875,
reputation = 1,3,56,9,1,0.8888888888888888,
reputation = 1,3,56,10,1,0.9,
reputation = 1,3,56,11,1,0.9090909090909091,
reputation = 1,3,56,12,1,0.9166666666666666,
reputation = 1,3,56,13,1,0.9230769230769231,
reputation = 1,3,56,14,0,0.8571428571428571,
reputation = 1,3,56,15,0,0.8,
reputation = 1,3,56,16,0,0.75,
reputation = 1,3,56,17,0,0.7058823529411765,
reputation = 1,3,56,18,0,0.6666666666666666,
reputation = 1,3,56,19,0,0.631578947368421,
reputation = 1,3,56,20,0,0.6,
reputation = 1,3,56,21,0,0.5714285714285714,
reputation = 1,3,56,22,1,0.5909090909090909,
reputation = 1,3,56,23,0,0.5652173913043478,
reputation = 1,3,56,24,0,0.5416666666666666,
reputation = 1,3,56,25,0,0.52,1323.0
reputation = 1,3,57,1,0,0.0,
reputation = 1,3,57,2,0,0.0,
reputation = 1,3,57,3,0,0.0,
reputation = 1,3,57,4,1,0.25,
reputation = 1,3,57,5,0,0.2,
reputation = 1,3,57,6,0,0.16666666666666666,
reputation = 1,3,57,7,0,0.14285714285714285,
reputation = 1,3,57,8,0,0.125,
reputation = 1,3,57,9,0,0.1111111111111111,
reputation = 1,3,57,10,0,0.1,
reputation = 1,3,57,11,0,0.09090909090909091,
reputation = 1,3,57,12,0,0.08333333333333333,
reputation = 1,3,57,13,0,0.07692307692307693,
reputation = 1,3,57,14,0,0.07142857142857142,
reputation = 1,3,57,15,0,0.06666666666666667,
reputation = 1,3,57,16,0,0.0625,
reputation = 1,3,57,17,0,0.058823529411764705,
reputation = 1,3,57,18,0,0.05555555555555555,
reputation = 1,3,57,19,0,0.05263157894736842,
reputation = 1,3,57,20,0,0.05,
reputation = 1,3,57,21,0,0.047619047619047616,
reputation = 1,3,57,22,0,0.045454545454545456,
reputation = 1,3,57,23,0,0.043478260869565216,
reputation = 1,3,57,24,0,0.041666666666666664,
reputation = 1,3,57,25,0,0.04,1881.0
reputation = 1,3,58,1,1,1.0,
reputation = 1,3,58,2,1,1.0,
reputation = 1,3,58,3,0,0.6666666666666666,
reputation = 1,3,58,4,1,0.75,
reputation = 1,3,58,5,1,0.8,
reputation = 1,3,58,6,1,0.8333333333333334,
reputation = 1,3,58,7,1,0.8571428571428571,
reputation = 1,3,58,8,0,0.75,
reputation = 1,3,58,9,0,0.6666666666666666,
reputation = 1,3,58,10,1,0.7,
reputation = 1,3,58,11,1,0.7272727272727273,
reputation = 1,3,58,12,0,0.6666666666666666,
reputation = 1,3,58,13,0,0.6153846153846154,
reputation = 1,3,58,14,0,0.5714285714285714,
reputation = 1,3,58,15,0,0.5333333333333333,
reputation = 1,3,58,16,0,0.5,
reputation = 1,3,58,17,0,0.47058823529411764,
reputation = 1,3,58,18,1,0.5,
reputation = 1,3,58,19,1,0.5263157894736842,
reputation = 1,3,58,20,0,0.5,
reputation = 1,3,58,21,1,0.5238095238095238,
reputation = 1,3,58,22,1,0.5454545454545454,
reputation = 1,3,58,23,0,0.5217391304347826,
reputation = 1,3,58,24,0,0.5,
reputation = 1,3,58,25,0,0.48,1363.0
reputation = 1,3,59,1,1,1.0,
reputation = 1,3,59,2,1,1.0,
reputation = 1,3,59,3,0,0.6666666666666666,
reputation = 1,3,59,4,1,0.75,
reputation = 1,3,59,5,0,0.6,
reputation = 1,3,59,6,1,0.6666666666666666,
reputation = 1,3,59,7,0,0.5714285714285714,
reputation = 1,3,59,8,0,0.5,
reputation = 1,3,59,9,1,0.5555555555555556,
reputation = 1,3,59,10,0,0.5,
reputation = 1,3,59,11,0,0.45454545454545453,
reputation = 1,3,59,12,1,0.5,
reputation = 1,3,59,13,1,0.5384615384615384,
reputation = 1,3,59,14,0,0.5,
reputation = 1,3,59,15,1,0.5333333333333333,
reputation = 1,3,59,16,0,0.5,
reputation = 1,3,59,17,1,0.5294117647058824,
reputation = 1,3,59,18,1,0.5555555555555556,
reputation = 1,3,59,19,0,0.5263157894736842,
reputation = 1,3,59,20,1,0.55,
reputation = 1,3,59,21,0,0.5238095238095238,
reputation = 1,3,59,22,1,0.5454545454545454,
reputation = 1,3,59,23,1,0.5652173913043478,
reputation = 1,3,59,24,0,0.5416666666666666,
reputation = 1,3,59,25,1,0.56,882.0
reputation = 1,3,60,1,0,0.0,
reputation = 1,3,60,2,0,0.0,
reputation = 1,3,60,3,0,0.0,
reputation = 1,3,60,4,0,0.0,
reputation = 1,3,60,5,0,0.0,
reputation = 1,3,60,6,0,0.0,
reputation = 1,3,60,7,0,0.0,
reputation = 1,3,60,8,0,0.0,
reputation = 1,3,60,9,0,0.0,
reputation = 1,3,60,10,0,0.0,
reputation = 1,3,60,11,0,0.0,
reputation = 1,3,60,12,0,0.0,
reputation = 1,3,60,13,0,0.0,
reputation = 1,3,60,14,0,0.0,
reputation = 1,3,60,15,0,0.0,
reputation = 1,3,60,16,0,0.0,
reputation = 1,3,60,17,0,0.0,
reputation = 1,3,60,18,0,0.0,
reputation = 1,3,60,19,0,0.0,
reputation = 1,3,60,20,0,0.0,
reputation = 1,3,60,21,0,0.0,
reputation = 1,3,60,22,0,0.0,
reputation = 1,3,60,23,0,0.0,
reputation = 1,3,60,24,0,0.0,
reputation = 1,3,60,25,0,0.0,1470.0
reputation = 1,3,61,1,0,0.0,
reputation = 1,3,61,2,0,0.0,
reputation = 1,3,61,3,1,0.3333333333333333,
reputation = 1,3,61,4,1,0.5,
reputation = 1,3,61,5,1,0.6,
reputation = 1,3,61,6,1,0.6666666666666666,
reputation = 1,3,61,7,1,0.7142857142857143,
reputation = 1,3,61,8,0,0.625,
reputation = 1,3,61,9,0,0.5555555555555556,
reputation = 1,3,61,10,1,0.6,
reputation = 1,3,61,11,1,0.6363636363636364,
reputation = 1,3,61,12,0,0.5833333333333334,
reputation = 1,3,61,13,1,0.6153846153846154,
reputation = 1,3,61,14,1,0.6428571428571429,
reputation = 1,3,61,15,1,0.6666666666666666,
reputation = 1,3,61,16,1,0.6875,
reputation = 1,3,61,17,1,0.7058823529411765,
reputation = 1,3,61,18,1,0.7222222222222222,
reputation = 1,3,61,19,1,0.7368421052631579,
reputation = 1,3,61,20,1,0.75,
reputation = 1,3,61,21,1,0.7619047619047619,
reputation = 1,3,61,22,0,0.7272727272727273,
reputation = 1,3,61,23,1,0.7391304347826086,
reputation = 1,3,61,24,1,0.75,
reputation = 1,3,61,25,1,0.76,120.0
reputation = 1,3,62,1,0,0.0,
reputation = 1,3,62,2,0,0.0,
reputation = 1,3,62,3,0,0.0,
reputation = 1,3,62,4,1,0.25,
reputation = 1,3,62,5,1,0.4,
reputation = 1,3,62,6,1,0.5,
reputation = 1,3,62,7,0,0.42857142857142855,
reputation = 1,3,62,8,1,0.5,
reputation = 1,3,62,9,0,0.4444444444444444,
reputation = 1,3,62,10,1,0.5,
reputation = 1,3,62,11,0,0.45454545454545453,
reputation = 1,3,62,12,0,0.4166666666666667,
reputation = 1,3,62,13,0,0.38461538461538464,
reputation = 1,3,62,14,1,0.42857142857142855,
reputation = 1,3,62,15,0,0.4,
reputation = 1,3,62,16,1,0.4375,
reputation = 1,3,62,17,0,0.4117647058823529,
reputation = 1,3,62,18,1,0.4444444444444444,
reputation = 1,3,62,19,1,0.47368421052631576,
reputation = 1,3,62,20,0,0.45,
reputation = 1,3,62,21,0,0.42857142857142855,
reputation = 1,3,62,22,0,0.4090909090909091,
reputation = 1,3,62,23,1,0.43478260869565216,
reputation = 1,3,62,24,0,0.4166666666666667,
reputation = 1,3,62,25,0,0.4,430.0
reputation = 1,3,63,1,0,0.0,
reputation = 1,3,63,2,1,0.5,
reputation = 1,3,63,3,0,0.3333333333333333,
reputation = 1,3,63,4,1,0.5,
reputation = 1,3,63,5,0,0.4,
reputation = 1,3,63,6,1,0.5,
reputation = 1,3,63,7,0,0.42857142857142855,
reputation = 1,3,63,8,1,0.5,
reputation = 1,3,63,9,1,0.5555555555555556,
reputation = 1,3,63,10,0,0.5,
reputation = 1,3,63,11,1,0.5454545454545454,
reputation = 1,3,63,12,0,0.5,
reputation = 1,3,63,13,1,0.5384615384615384,
reputation = 1,3,63,14,0,0.5,
reputation = 1,3,63,15,0,0.4666666666666667,
reputation = 1,3,63,16,1,0.5,
reputation = 1,3,63,17,0,0.47058823529411764,
reputation = 1,3,63,18,1,0.5,
reputation = 1,3,63,19,0,0.47368421052631576,
reputation = 1,3,63,20,1,0.5,
reputation = 1,3,63,21,0,0.47619047619047616,
reputation = 1,3,63,22,1,0.5,
reputation = 1,3,63,23,0,0.4782608695652174,
reputation = 1,3,63,24,1,0.5,
reputation = 1,3,63,25,0,0.48,1874.0
reputation = 1,3,64,1,1,1.0,
reputation = 1,3,64,2,1,1.0,
reputation = 1,3,64,3,1,1.0,
reputation = 1,3,64,4,1,1.0,
reputation = 1,3,64,5,1,1.0,
