reputation,group,player,round,action,payoff,avg_action,wealth
reputation = 0,101007,1006,18,1,80,0.2777777777777778,940
reputation = 0,101007,1006,19,0,90,0.2631578947368421,1030
reputation = 0,101007,1006,20,0,20,0.25,1050
reputation = 0,101007,1006,21,0,20,0.23809523809523808,1070
reputation = 0,101007,1006,22,0,20,0.22727272727272727,1090
reputation = 0,101007,1006,23,1,80,0.2608695652173913,1170
reputation = 0,101007,1006,24,1,80,0.2916666666666667,1250
reputation = 0,101007,1007,1,1,10,1.0,10
reputation = 0,101007,1007,2,0,20,0.5,30
reputation = 0,101007,1007,3,0,90,0.3333333333333333,120
reputation = 0,101007,1007,4,0,90,0.25,210
reputation = 0,101007,1007,5,0,20,0.2,230
reputation = 0,101007,1007,6,0,20,0.16666666666666666,250
reputation = 0,101007,1007,7,0,20,0.14285714285714285,270
reputation = 0,101007,1007,8,0,20,0.125,290
reputation = 0,101007,1007,9,0,20,0.1111111111111111,310
reputation = 0,101007,1007,10,0,20,0.1,330
reputation = 0,101007,1007,11,0,90,0.09090909090909091,420
reputation = 0,101007,1007,12,0,90,0.08333333333333333,510
reputation = 0,101007,1007,13,1,80,0.15384615384615385,590
reputation = 0,101007,1007,14,1,10,0.21428571428571427,600
reputation = 0,101007,1007,15,0,90,0.2,690
reputation = 0,101007,1007,16,0,20,0.1875,710
reputation = 0,101007,1007,17,0,20,0.17647058823529413,730
reputation = 0,101007,1007,18,0,20,0.16666666666666666,750
reputation = 0,101007,1007,19,1,80,0.21052631578947367,830
reputation = 0,101007,1007,20,1,80,0.25,910
reputation = 0,101007,1007,21,1,10,0.2857142857142857,920
reputation = 0,101007,1007,22,1,80,0.3181818181818182,1000
reputation = 0,101007,1007,23,1,10,0.34782608695652173,1010
reputation = 0,101007,1007,24,1,80,0.375,1090
reputation = 0,101007,1008,1,1,80,1.0,80
reputation = 0,101007,1008,2,1,80,1.0,160
reputation = 0,101007,1008,3,1,80,1.0,240
reputation = 0,101007,1008,4,1,80,1.0,320
reputation = 0,101007,1008,5,1,80,1.0,400
reputation = 0,101007,1008,6,1,10,1.0,410
reputation = 0,101007,1008,7,1,10,1.0,420
reputation = 0,101007,1008,8,0,20,0.875,440
reputation = 0,101007,1008,9,1,10,0.8888888888888888,450
reputation = 0,101007,1008,10,0,20,0.8,470
reputation = 0,101007,1008,11,0,20,0.7272727272727273,490
reputation = 0,101007,1008,12,0,20,0.6666666666666666,510
reputation = 0,101007,1008,13,1,10,0.6923076923076923,520
reputation = 0,101007,1008,14,1,80,0.7142857142857143,600
reputation = 0,101007,1008,15,1,10,0.7333333333333333,610
reputation = 0,101007,1008,16,1,80,0.75,690
reputation = 0,101007,1008,17,1,10,0.7647058823529411,700
reputation = 0,101007,1008,18,1,10,0.7777777777777778,710
reputation = 0,101007,1008,19,0,20,0.7368421052631579,730
reputation = 0,101007,1008,20,0,90,0.7,820
reputation = 0,101007,1008,21,1,80,0.7142857142857143,900
reputation = 0,101007,1008,22,1,10,0.7272727272727273,910
reputation = 0,101007,1008,23,1,80,0.7391304347826086,990
reputation = 0,101007,1008,24,1,10,0.75,1000
reputation = 0,101007,1009,1,1,80,1.0,80
reputation = 0,101007,1009,2,0,90,0.5,170
reputation = 0,101007,1009,3,0,90,0.3333333333333333,260
reputation = 0,101007,1009,4,1,80,0.5,340
reputation = 0,101007,1009,5,0,90,0.4,430
reputation = 0,101007,1009,6,1,80,0.5,510
reputation = 0,101007,1009,7,1,10,0.5714285714285714,520
reputation = 0,101007,1009,8,0,20,0.5,540
reputation = 0,101007,1009,9,0,20,0.4444444444444444,560
reputation = 0,101007,1009,10,1,80,0.5,640
reputation = 0,101007,1009,11,0,20,0.45454545454545453,660
reputation = 0,101007,1009,12,1,10,0.5,670
reputation = 0,101007,1009,13,1,10,0.5384615384615384,680
reputation = 0,101007,1009,14,1,80,0.5714285714285714,760
reputation = 0,101007,1009,15,1,80,0.6,840
reputation = 0,101007,1009,16,0,20,0.5625,860
reputation = 0,101007,1009,17,0,90,0.5294117647058824,950
reputation = 0,101007,1009,18,0,20,0.5,970
reputation = 0,101007,1009,19,0,20,0.47368421052631576,990
reputation = 0,101007,1009,20,1,10,0.5,1000
reputation = 0,101007,1009,21,1,80,0.5238095238095238,1080
reputation = 0,101007,1009,22,1,10,0.5454545454545454,1090
reputation = 0,101007,1009,23,0,20,0.5217391304347826,1110
reputation = 0,101007,1009,24,0,90,0.5,1200
reputation = 0,101007,1010,1,1,10,1.0,10
reputation = 0,101007,1010,2,0,90,0.5,100
reputation = 0,101007,1010,3,0,90,0.3333333333333333,190
reputation = 0,101007,1010,4,0,20,0.25,210
reputation = 0,101007,1010,5,0,20,0.2,230
reputation = 0,101007,1010,6,0,90,0.16666666666666666,320
reputation = 0,101007,1010,7,0,90,0.14285714285714285,410
reputation = 0,101007,1010,8,0,20,0.125,430
reputation = 0,101007,1010,9,0,20,0.1111111111111111,450
reputation = 0,101007,1010,10,0,90,0.1,540
reputation = 0,101007,1010,11,0,20,0.09090909090909091,560
reputation = 0,101007,1010,12,0,20,0.08333333333333333,580
reputation = 0,101007,1010,13,0,20,0.07692307692307693,600
reputation = 0,101007,1010,14,0,20,0.07142857142857142,620
reputation = 0,101007,1010,15,0,20,0.06666666666666667,640
reputation = 0,101007,1010,16,0,90,0.0625,730
reputation = 0,101007,1010,17,0,20,0.058823529411764705,750
reputation = 0,101007,1010,18,0,90,0.05555555555555555,840
reputation = 0,101007,1010,19,0,20,0.05263157894736842,860
reputation = 0,101007,1010,20,0,20,0.05,880
reputation = 0,101007,1010,21,0,20,0.047619047619047616,900
reputation = 0,101007,1010,22,0,20,0.045454545454545456,920
reputation = 0,101007,1010,23,0,20,0.043478260869565216,940
reputation = 0,101007,1010,24,0,20,0.041666666666666664,960
reputation = 0,101007,1011,1,0,20,0.0,20
reputation = 0,101007,1011,2,0,20,0.0,40
reputation = 0,101007,1011,3,0,20,0.0,60
reputation = 0,101007,1011,4,0,20,0.0,80
reputation = 0,101007,1011,5,0,20,0.0,100
reputation = 0,101007,1011,6,0,90,0.0,190
reputation = 0,101007,1011,7,0,90,0.0,280
reputation = 0,101007,1011,8,0,90,0.0,370
reputation = 0,101007,1011,9,0,20,0.0,390
reputation = 0,101007,1011,10,0,20,0.0,410
reputation = 0,101007,1011,11,0,90,0.0,500
reputation = 0,101007,1011,12,0,90,0.0,590
reputation = 0,101007,1011,13,0,20,0.0,610
reputation = 0,101007,1011,14,0,20,0.0,630
reputation = 0,101007,1011,15,0,20,0.0,650
reputation = 0,101007,1011,16,0,90,0.0,740
reputation = 0,101007,1011,17,0,90,0.0,830
reputation = 0,101007,1011,18,0,20,0.0,850
reputation = 0,101007,1011,19,0,90,0.0,940
reputation = 0,101007,1011,20,0,20,0.0,960
reputation = 0,101007,1011,21,0,20,0.0,980
reputation = 0,101007,1011,22,0,20,0.0,1000
reputation = 0,101007,1011,23,0,90,0.0,1090
reputation = 0,101007,1011,24,0,20,0.0,1110
reputation = 0,101007,1012,1,0,20,0.0,20
reputation = 0,101007,1012,2,0,20,0.0,40
reputation = 0,101007,1012,3,0,90,0.0,130
reputation = 0,101007,1012,4,0,20,0.0,150
reputation = 0,101007,1012,5,0,90,0.0,240
reputation = 0,101007,1012,6,0,20,0.0,260
reputation = 0,101007,1012,7,0,20,0.0,280
reputation = 0,101007,1012,8,0,90,0.0,370
reputation = 0,101007,1012,9,0,20,0.0,390
reputation = 0,101007,1012,10,0,90,0.0,480
reputation = 0,101007,1012,11,0,20,0.0,500
reputation = 0,101007,1012,12,0,90,0.0,590
reputation = 0,101007,1012,13,0,90,0.0,680
reputation = 0,101007,1012,14,0,20,0.0,700
reputation = 0,101007,1012,15,0,20,0.0,720
reputation = 0,101007,1012,16,0,20,0.0,740
reputation = 0,101007,1012,17,0,20,0.0,760
reputation = 0,101007,1012,18,0,90,0.0,850
reputation = 0,101007,1012,19,0,20,0.0,870
reputation = 0,101007,1012,20,0,90,0.0,960
reputation = 0,101007,1012,21,0,20,0.0,980
reputation = 0,101007,1012,22,0,90,0.0,1070
reputation = 0,101007,1012,23,0,20,0.0,1090
reputation = 0,101007,1012,24,0,20,0.0,1110
reputation = 0,101007,1013,1,0,20,0.0,20
reputation = 0,101007,1013,2,0,20,0.0,40
reputation = 0,101007,1013,3,0,20,0.0,60
reputation = 0,101007,1013,4,0,20,0.0,80
reputation = 0,101007,1013,5,0,20,0.0,100
reputation = 0,101007,1013,6,0,90,0.0,190
reputation = 0,101007,1013,7,0,20,0.0,210
reputation = 0,101007,1013,8,0,20,0.0,230
reputation = 0,101007,1013,9,0,20,0.0,250
reputation = 0,101007,1013,10,0,20,0.0,270
reputation = 0,101007,1013,11,0,20,0.0,290
reputation = 0,101007,1013,12,0,20,0.0,310
reputation = 0,101007,1013,13,0,90,0.0,400
reputation = 0,101007,1013,14,0,20,0.0,420
reputation = 0,101007,1013,15,0,20,0.0,440
reputation = 0,101007,1013,16,0,20,0.0,460
reputation = 0,101007,1013,17,0,20,0.0,480
reputation = 0,101007,1013,18,0,20,0.0,500
reputation = 0,101007,1013,19,0,20,0.0,520
reputation = 0,101007,1013,20,0,20,0.0,540
reputation = 0,101007,1013,21,0,20,0.0,560
reputation = 0,101007,1013,22,0,20,0.0,580
reputation = 0,101007,1013,23,0,90,0.0,670
reputation = 0,101007,1013,24,0,20,0.0,690
reputation = 0,101007,1014,1,0,20,0.0,20
reputation = 0,101007,1014,2,0,20,0.0,40
reputation = 0,101007,1014,3,1,10,0.3333333333333333,50
reputation = 0,101007,1014,4,1,10,0.5,60
reputation = 0,101007,1014,5,1,80,0.6,140
reputation = 0,101007,1014,6,0,20,0.5,160
reputation = 0,101007,1014,7,1,10,0.5714285714285714,170
reputation = 0,101007,1014,8,0,20,0.5,190
reputation = 0,101007,1014,9,0,90,0.4444444444444444,280
reputation = 0,101007,1014,10,1,80,0.5,360
reputation = 0,101007,1014,11,0,20,0.45454545454545453,380
reputation = 0,101007,1014,12,1,10,0.5,390
reputation = 0,101007,1014,13,0,20,0.46153846153846156,410
reputation = 0,101007,1014,14,0,20,0.42857142857142855,430
reputation = 0,101007,1014,15,0,20,0.4,450
reputation = 0,101007,1014,16,0,20,0.375,470
reputation = 0,101007,1014,17,0,20,0.35294117647058826,490
reputation = 0,101007,1014,18,0,20,0.3333333333333333,510
reputation = 0,101007,1014,19,0,20,0.3157894736842105,530
reputation = 0,101007,1014,20,0,20,0.3,550
reputation = 0,101007,1014,21,0,90,0.2857142857142857,640
reputation = 0,101007,1014,22,0,90,0.2727272727272727,730
reputation = 0,101007,1014,23,0,20,0.2608695652173913,750
reputation = 0,101007,1014,24,0,20,0.25,770
reputation = 0,101007,1015,1,0,90,0.0,90
reputation = 0,101007,1015,2,0,20,0.0,110
reputation = 0,101007,1015,3,1,10,0.3333333333333333,120
reputation = 0,101007,1015,4,0,20,0.25,140
reputation = 0,101007,1015,5,0,20,0.2,160
reputation = 0,101007,1015,6,0,20,0.16666666666666666,180
reputation = 0,101007,1015,7,0,20,0.14285714285714285,200
reputation = 0,101007,1015,8,0,20,0.125,220
reputation = 0,101007,1015,9,0,90,0.1111111111111111,310
reputation = 0,101007,1015,10,0,20,0.1,330
reputation = 0,101007,1015,11,0,20,0.09090909090909091,350
reputation = 0,101007,1015,12,0,90,0.08333333333333333,440
reputation = 0,101007,1015,13,0,20,0.07692307692307693,460
reputation = 0,101007,1015,14,0,20,0.07142857142857142,480
reputation = 0,101007,1015,15,0,20,0.06666666666666667,500
reputation = 0,101007,1015,16,0,20,0.0625,520
reputation = 0,101007,1015,17,0,20,0.058823529411764705,540
reputation = 0,101007,1015,18,0,20,0.05555555555555555,560
reputation = 0,101007,1015,19,0,90,0.05263157894736842,650
reputation = 0,101007,1015,20,0,20,0.05,670
reputation = 0,101007,1015,21,0,20,0.047619047619047616,690
reputation = 0,101007,1015,22,0,20,0.045454545454545456,710
reputation = 0,101007,1015,23,0,20,0.043478260869565216,730
reputation = 0,101007,1015,24,0,20,0.041666666666666664,750
reputation = 0,101007,1016,1,1,80,1.0,80
reputation = 0,101007,1016,2,1,10,1.0,90
reputation = 0,101007,1016,3,0,20,0.6666666666666666,110
reputation = 0,101007,1016,4,0,20,0.5,130
reputation = 0,101007,1016,5,0,90,0.4,220
reputation = 0,101007,1016,6,0,20,0.3333333333333333,240
reputation = 0,101007,1016,7,0,20,0.2857142857142857,260
reputation = 0,101007,1016,8,0,20,0.25,280
reputation = 0,101007,1016,9,0,20,0.2222222222222222,300
reputation = 0,101007,1016,10,0,20,0.2,320
reputation = 0,101007,1016,11,1,10,0.2727272727272727,330
reputation = 0,101007,1016,12,0,20,0.25,350
reputation = 0,101007,1016,13,0,20,0.23076923076923078,370
reputation = 0,101007,1016,14,0,90,0.21428571428571427,460
reputation = 0,101007,1016,15,0,90,0.2,550
reputation = 0,101007,1016,16,0,20,0.1875,570
reputation = 0,101007,1016,17,0,20,0.17647058823529413,590
reputation = 0,101007,1016,18,0,20,0.16666666666666666,610
reputation = 0,101007,1016,19,0,20,0.15789473684210525,630
reputation = 0,101007,1016,20,0,20,0.15,650
reputation = 0,101007,1016,21,0,20,0.14285714285714285,670
reputation = 0,101007,1016,22,0,20,0.13636363636363635,690
reputation = 0,101007,1016,23,1,10,0.17391304347826086,700
reputation = 0,101007,1016,24,0,20,0.16666666666666666,720
reputation = 0,101007,1017,1,0,20,0.0,20
reputation = 0,101007,1017,2,1,80,0.5,100
reputation = 0,101007,1017,3,1,10,0.6666666666666666,110
reputation = 0,101007,1017,4,1,80,0.75,190
reputation = 0,101007,1017,5,0,20,0.6,210
reputation = 0,101007,1017,6,0,20,0.5,230
reputation = 0,101007,1017,7,0,20,0.42857142857142855,250
reputation = 0,101007,1017,8,0,20,0.375,270
reputation = 0,101007,1017,9,0,20,0.3333333333333333,290
reputation = 0,101007,1017,10,1,10,0.4,300
reputation = 0,101007,1017,11,1,10,0.45454545454545453,310
reputation = 0,101007,1017,12,1,10,0.5,320
reputation = 0,101007,1017,13,0,20,0.46153846153846156,340
reputation = 0,101007,1017,14,0,90,0.42857142857142855,430
reputation = 0,101007,1017,15,0,20,0.4,450
reputation = 0,101007,1017,16,0,20,0.375,470
reputation = 0,101007,1017,17,0,90,0.35294117647058826,560
reputation = 0,101007,1017,18,0,20,0.3333333333333333,580
reputation = 0,101007,1017,19,0,20,0.3157894736842105,600
reputation = 0,101007,1017,20,0,20,0.3,620
reputation = 0,101007,1017,21,0,20,0.2857142857142857,640
reputation = 0,101007,1017,22,0,20,0.2727272727272727,660
reputation = 0,101007,1017,23,0,20,0.2608695652173913,680
reputation = 0,101007,1017,24,0,20,0.25,700
reputation = 0,101007,1018,1,1,80,1.0,80
reputation = 0,101007,1018,2,0,20,0.5,100
reputation = 0,101007,1018,3,1,80,0.6666666666666666,180
reputation = 0,101007,1018,4,1,80,0.75,260
reputation = 0,101007,1018,5,0,20,0.6,280
reputation = 0,101007,1018,6,1,10,0.6666666666666666,290
reputation = 0,101007,1018,7,0,20,0.5714285714285714,310
reputation = 0,101007,1018,8,1,80,0.625,390
reputation = 0,101007,1018,9,1,10,0.6666666666666666,400
reputation = 0,101007,1018,10,1,10,0.7,410
reputation = 0,101007,1018,11,0,20,0.6363636363636364,430
reputation = 0,101007,1018,12,0,20,0.5833333333333334,450
reputation = 0,101007,1018,13,1,10,0.6153846153846154,460
reputation = 0,101007,1018,14,0,20,0.5714285714285714,480
reputation = 0,101007,1018,15,1,10,0.6,490
reputation = 0,101007,1018,16,1,10,0.625,500
reputation = 0,101007,1018,17,0,20,0.5882352941176471,520
reputation = 0,101007,1018,18,0,90,0.5555555555555556,610
reputation = 0,101007,1018,19,0,20,0.5263157894736842,630
reputation = 0,101007,1018,20,0,20,0.5,650
reputation = 0,101007,1018,21,0,20,0.47619047619047616,670
reputation = 0,101007,1018,22,1,10,0.5,680
reputation = 0,101007,1018,23,1,80,0.5217391304347826,760
reputation = 0,101007,1018,24,1,80,0.5416666666666666,840
reputation = 0,101007,1019,1,0,90,0.0,90
reputation = 0,101007,1019,2,0,20,0.0,110
reputation = 0,101007,1019,3,1,10,0.3333333333333333,120
reputation = 0,101007,1019,4,0,90,0.25,210
reputation = 0,101007,1019,5,0,20,0.2,230
reputation = 0,101007,1019,6,0,90,0.16666666666666666,320
reputation = 0,101007,1019,7,0,90,0.14285714285714285,410
reputation = 0,101007,1019,8,0,20,0.125,430
reputation = 0,101007,1019,9,0,20,0.1111111111111111,450
reputation = 0,101007,1019,10,1,10,0.2,460
reputation = 0,101007,1019,11,0,20,0.18181818181818182,480
reputation = 0,101007,1019,12,0,20,0.16666666666666666,500
reputation = 0,101007,1019,13,1,80,0.23076923076923078,580
reputation = 0,101007,1019,14,1,80,0.2857142857142857,660
reputation = 0,101007,1019,15,1,80,0.3333333333333333,740
reputation = 0,101007,1019,16,1,10,0.375,750
reputation = 0,101007,1019,17,1,10,0.4117647058823529,760
reputation = 0,101007,1019,18,1,10,0.4444444444444444,770
reputation = 0,101007,1019,19,0,20,0.42105263157894735,790
reputation = 0,101007,1019,20,1,10,0.45,800
reputation = 0,101007,1019,21,0,20,0.42857142857142855,820
reputation = 0,101007,1019,22,0,90,0.4090909090909091,910
reputation = 0,101007,1019,23,0,20,0.391304347826087,930
reputation = 0,101007,1019,24,0,20,0.375,950
reputation = 0,101007,1020,1,0,90,0.0,90
reputation = 0,101007,1020,2,1,80,0.5,170
reputation = 0,101007,1020,3,1,10,0.6666666666666666,180
reputation = 0,101007,1020,4,0,20,0.5,200
reputation = 0,101007,1020,5,0,20,0.4,220
reputation = 0,101007,1020,6,0,20,0.3333333333333333,240
reputation = 0,101007,1020,7,0,20,0.2857142857142857,260
reputation = 0,101007,1020,8,1,10,0.375,270
reputation = 0,101007,1020,9,0,20,0.3333333333333333,290
reputation = 0,101007,1020,10,0,90,0.3,380
reputation = 0,101007,1020,11,0,20,0.2727272727272727,400
reputation = 0,101007,1020,12,1,10,0.3333333333333333,410
reputation = 0,101007,1020,13,0,90,0.3076923076923077,500
reputation = 0,101007,1020,14,1,80,0.35714285714285715,580
reputation = 0,101007,1020,15,0,20,0.3333333333333333,600
reputation = 0,101007,1020,16,1,10,0.375,610
reputation = 0,101007,1020,17,0,20,0.35294117647058826,630
reputation = 0,101007,1020,18,0,20,0.3333333333333333,650
reputation = 0,101007,1020,19,0,20,0.3157894736842105,670
reputation = 0,101007,1020,20,1,10,0.35,680
reputation = 0,101007,1020,21,0,20,0.3333333333333333,700
reputation = 0,101007,1020,22,0,20,0.3181818181818182,720
reputation = 0,101007,1020,23,0,90,0.30434782608695654,810
reputation = 0,101007,1020,24,0,90,0.2916666666666667,900
reputation = 0,101007,1021,1,1,80,1.0,80
reputation = 0,101007,1021,2,1,10,1.0,90
reputation = 0,101007,1021,3,1,80,1.0,170
reputation = 0,101007,1021,4,1,10,1.0,180
reputation = 0,101007,1021,5,1,80,1.0,260
reputation = 0,101007,1021,6,1,80,1.0,340
reputation = 0,101007,1021,7,1,10,1.0,350
reputation = 0,101007,1021,8,1,10,1.0,360
reputation = 0,101007,1021,9,0,20,0.8888888888888888,380
reputation = 0,101007,1021,10,1,80,0.9,460
reputation = 0,101007,1021,11,1,10,0.9090909090909091,470
reputation = 0,101007,1021,12,1,10,0.9166666666666666,480
reputation = 0,101007,1021,13,1,80,0.9230769230769231,560
reputation = 0,101007,1021,14,1,10,0.9285714285714286,570
reputation = 0,101007,1021,15,1,10,0.9333333333333333,580
reputation = 0,101007,1021,16,1,80,0.9375,660
reputation = 0,101007,1021,17,1,10,0.9411764705882353,670
reputation = 0,101007,1021,18,1,10,0.9444444444444444,680
reputation = 0,101007,1021,19,1,10,0.9473684210526315,690
reputation = 0,101007,1021,20,1,10,0.95,700
reputation = 0,101007,1021,21,0,20,0.9047619047619048,720
reputation = 0,101007,1021,22,1,10,0.9090909090909091,730
reputation = 0,101007,1021,23,1,10,0.9130434782608695,740
reputation = 0,101007,1021,24,0,20,0.875,760
reputation = 0,101007,1022,1,1,10,1.0,10
reputation = 0,101007,1022,2,1,10,1.0,20
reputation = 0,101007,1022,3,1,10,1.0,30
reputation = 0,101007,1022,4,1,80,1.0,110
reputation = 0,101007,1022,5,1,10,1.0,120
reputation = 0,101007,1022,6,1,10,1.0,130
reputation = 0,101007,1022,7,1,10,1.0,140
reputation = 0,101007,1022,8,1,10,1.0,150
reputation = 0,101007,1022,9,1,10,1.0,160
reputation = 0,101007,1022,10,1,10,1.0,170
reputation = 0,101007,1022,11,1,10,1.0,180
reputation = 0,101007,1022,12,1,80,1.0,260
reputation = 0,101007,1022,13,1,10,1.0,270
reputation = 0,101007,1022,14,1,10,1.0,280
reputation = 0,101007,1022,15,1,10,1.0,290
reputation = 0,101007,1022,16,1,10,1.0,300
reputation = 0,101007,1022,17,1,10,1.0,310
reputation = 0,101007,1022,18,1,80,1.0,390
reputation = 0,101007,1022,19,1,80,1.0,470
reputation = 0,101007,1022,20,1,10,1.0,480
reputation = 0,101007,1022,21,1,80,1.0,560
reputation = 0,101007,1022,22,1,80,1.0,640
reputation = 0,101007,1022,23,1,80,1.0,720
reputation = 0,101007,1022,24,1,10,1.0,730
reputation = 0,101007,1023,1,0,20,0.0,20
reputation = 0,101007,1023,2,0,90,0.0,110
reputation = 0,101007,1023,3,0,20,0.0,130
reputation = 0,101007,1023,4,0,20,0.0,150
reputation = 0,101007,1023,5,0,20,0.0,170
reputation = 0,101007,1023,6,0,20,0.0,190
reputation = 0,101007,1023,7,0,90,0.0,280
reputation = 0,101007,1023,8,0,20,0.0,300
reputation = 0,101007,1023,9,0,20,0.0,320
reputation = 0,101007,1023,10,0,20,0.0,340
reputation = 0,101007,1023,11,0,20,0.0,360
reputation = 0,101007,1023,12,0,20,0.0,380
reputation = 0,101007,1023,13,0,90,0.0,470
reputation = 0,101007,1023,14,0,20,0.0,490
reputation = 0,101007,1023,15,0,90,0.0,580
reputation = 0,101007,1023,16,0,20,0.0,600
reputation = 0,101007,1023,17,0,20,0.0,620
reputation = 0,101007,1023,18,0,20,0.0,640
reputation = 0,101007,1023,19,0,20,0.0,660
reputation = 0,101007,1023,20,0,90,0.0,750
reputation = 0,101007,1023,21,0,20,0.0,770
reputation = 0,101007,1023,22,0,20,0.0,790
reputation = 0,101007,1023,23,0,20,0.0,810
reputation = 0,101007,1023,24,0,20,0.0,830
reputation = 0,101007,1024,1,1,80,1.0,80
reputation = 0,101007,1024,2,1,10,1.0,90
reputation = 0,101007,1024,3,1,10,1.0,100
reputation = 0,101007,1024,4,0,20,0.75,120
reputation = 0,101007,1024,5,1,10,0.8,130
reputation = 0,101007,1024,6,1,10,0.8333333333333334,140
reputation = 0,101007,1024,7,1,10,0.8571428571428571,150
reputation = 0,101007,1024,8,1,10,0.875,160
reputation = 0,101007,1024,9,1,80,0.8888888888888888,240
reputation = 0,101007,1024,10,1,10,0.9,250
reputation = 0,101007,1024,11,1,10,0.9090909090909091,260
reputation = 0,101007,1024,12,1,10,0.9166666666666666,270
reputation = 0,101007,1024,13,1,10,0.9230769230769231,280
reputation = 0,101007,1024,14,1,10,0.9285714285714286,290
reputation = 0,101007,1024,15,1,10,0.9333333333333333,300
reputation = 0,101007,1024,16,1,10,0.9375,310
reputation = 0,101007,1024,17,1,10,0.9411764705882353,320
reputation = 0,101007,1024,18,1,10,0.9444444444444444,330
reputation = 0,101007,1024,19,1,10,0.9473684210526315,340
reputation = 0,101007,1024,20,1,80,0.95,420
reputation = 0,101007,1024,21,1,80,0.9523809523809523,500
reputation = 0,101007,1024,22,1,80,0.9545454545454546,580
reputation = 0,101007,1024,23,1,10,0.9565217391304348,590
reputation = 0,101007,1024,24,1,80,0.9583333333333334,670
reputation = 0,103008,1001,1,0,20,0.0,20
reputation = 0,103008,1001,2,0,90,0.0,110
reputation = 0,103008,1001,3,0,20,0.0,130
reputation = 0,103008,1001,4,0,20,0.0,150
reputation = 0,103008,1001,5,1,10,0.2,160
reputation = 0,103008,1001,6,0,20,0.16666666666666666,180
reputation = 0,103008,1001,7,0,90,0.14285714285714285,270
reputation = 0,103008,1001,8,0,20,0.125,290
reputation = 0,103008,1001,9,0,90,0.1111111111111111,380
reputation = 0,103008,1001,10,0,20,0.1,400
reputation = 0,103008,1001,11,0,90,0.09090909090909091,490
reputation = 0,103008,1001,12,0,20,0.08333333333333333,510
reputation = 0,103008,1001,13,1,80,0.15384615384615385,590
reputation = 0,103008,1001,14,1,10,0.21428571428571427,600
reputation = 0,103008,1001,15,1,80,0.26666666666666666,680
reputation = 0,103008,1001,16,1,10,0.3125,690
reputation = 0,103008,1001,17,1,10,0.35294117647058826,700
reputation = 0,103008,1001,18,0,20,0.3333333333333333,720
reputation = 0,103008,1001,19,0,20,0.3157894736842105,740
reputation = 0,103008,1001,20,0,20,0.3,760
reputation = 0,103008,1001,21,0,20,0.2857142857142857,780
reputation = 0,103008,1001,22,0,20,0.2727272727272727,800
reputation = 0,103008,1001,23,0,20,0.2608695652173913,820
reputation = 0,103008,1001,24,0,20,0.25,840
reputation = 0,103008,1002,1,1,10,1.0,10
reputation = 0,103008,1002,2,0,20,0.5,30
reputation = 0,103008,1002,3,1,10,0.6666666666666666,40
reputation = 0,103008,1002,4,0,20,0.5,60
reputation = 0,103008,1002,5,0,90,0.4,150
reputation = 0,103008,1002,6,0,20,0.3333333333333333,170
reputation = 0,103008,1002,7,0,20,0.2857142857142857,190
reputation = 0,103008,1002,8,0,20,0.25,210
reputation = 0,103008,1002,9,0,20,0.2222222222222222,230
reputation = 0,103008,1002,10,0,90,0.2,320
reputation = 0,103008,1002,11,0,20,0.18181818181818182,340
reputation = 0,103008,1002,12,0,20,0.16666666666666666,360
reputation = 0,103008,1002,13,0,20,0.15384615384615385,380
reputation = 0,103008,1002,14,1,80,0.21428571428571427,460
reputation = 0,103008,1002,15,0,20,0.2,480
reputation = 0,103008,1002,16,0,90,0.1875,570
reputation = 0,103008,1002,17,0,20,0.17647058823529413,590
reputation = 0,103008,1002,18,0,20,0.16666666666666666,610
reputation = 0,103008,1002,19,0,20,0.15789473684210525,630
reputation = 0,103008,1002,20,0,90,0.15,720
reputation = 0,103008,1002,21,0,20,0.14285714285714285,740
reputation = 0,103008,1002,22,0,20,0.13636363636363635,760
reputation = 0,103008,1002,23,0,20,0.13043478260869565,780
reputation = 0,103008,1002,24,0,20,0.125,800
reputation = 0,103008,1003,1,1,80,1.0,80
reputation = 0,103008,1003,2,0,90,0.5,170
reputation = 0,103008,1003,3,1,10,0.6666666666666666,180
reputation = 0,103008,1003,4,1,10,0.75,190
reputation = 0,103008,1003,5,0,20,0.6,210
reputation = 0,103008,1003,6,0,20,0.5,230
reputation = 0,103008,1003,7,0,20,0.42857142857142855,250
reputation = 0,103008,1003,8,0,20,0.375,270
reputation = 0,103008,1003,9,0,20,0.3333333333333333,290
reputation = 0,103008,1003,10,0,90,0.3,380
reputation = 0,103008,1003,11,0,90,0.2727272727272727,470
reputation = 0,103008,1003,12,0,20,0.25,490
reputation = 0,103008,1003,13,1,80,0.3076923076923077,570
reputation = 0,103008,1003,14,1,10,0.35714285714285715,580
reputation = 0,103008,1003,15,0,90,0.3333333333333333,670
reputation = 0,103008,1003,16,0,20,0.3125,690
reputation = 0,103008,1003,17,0,20,0.29411764705882354,710
reputation = 0,103008,1003,18,0,20,0.2777777777777778,730
reputation = 0,103008,1003,19,0,20,0.2631578947368421,750
reputation = 0,103008,1003,20,0,20,0.25,770
reputation = 0,103008,1003,21,0,20,0.23809523809523808,790
reputation = 0,103008,1003,22,0,20,0.22727272727272727,810
reputation = 0,103008,1003,23,0,20,0.21739130434782608,830
reputation = 0,103008,1003,24,0,20,0.20833333333333334,850
reputation = 0,103008,1004,1,0,20,0.0,20
